episode,scenario,method,run,intent,throughput,avg_option_duration,npca_switch_ratio,avg_loss,epsilon
0,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3696,160.6530612244898,0.5714285714285714,0.0,0.9
1,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3663,190.65853658536585,0.43902439024390244,0.0,0.8593539602437291
2,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3401,143.8421052631579,0.5964912280701754,0.00043917744187638164,0.826841507480544
3,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3618,160.8235294117647,0.5294117647058824,0.0003425878918884943,0.7837998808038715
4,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3569,164.24,0.62,0.00030105204981130856,0.7473143751671564
5,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3826,143.2037037037037,0.6666666666666666,0.0002088711626129225,0.7133059517863292
6,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3597,141.1551724137931,0.5689655172413793,0.00018146398845904818,0.6784373551561022
7,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",4253,151.45833333333334,0.5208333333333334,0.00018220873607788235,0.6430248771603764
8,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3447,147.125,0.5892857142857143,0.00015408488494964936,0.6152320469990417
9,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3210,175.27083333333334,0.4375,0.000162523892261864,0.5844490212970337
10,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3684,154.1346153846154,0.34615384615384615,0.00014623564250844842,0.5594014196687077
11,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3374,159.15384615384616,0.5,0.00022701109507276365,0.5335894725022535
12,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3289,173.89583333333334,0.4166666666666667,0.00013520413873872408,0.5090854459477151
13,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3333,178.06382978723406,0.3617021276595745,0.0001278484851354733,0.48756984968831074
14,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3498,173.95744680851064,0.5319148936170213,0.00019013884593732655,0.4674798791531303
15,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3892,176.64285714285714,0.42857142857142855,0.0001862043961106489,0.4483122914475527
16,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3530,164.1,0.5,0.00014105522617076835,0.4319296194996383
17,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3309,168.39583333333334,0.4791666666666667,9.014710667543113e-05,0.4133026921564177
18,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",2908,174.54901960784315,0.49019607843137253,0.00012994357045196617,0.3962760708304992
19,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3441,163.6122448979592,0.4897959183673469,0.00017284770729020238,0.3790587642259993
20,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",4061,158.54166666666666,0.5625,0.0001956394601923724,0.363323545857906
21,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3456,158.76923076923077,0.5,0.0002047848926546673,0.3486392578440981
22,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3898,145.90740740740742,0.6111111111111112,0.00013225160364527255,0.3335068682439392
23,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3595,144.40350877192984,0.631578947368421,0.0001287368698588883,0.3186035093880832
24,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3135,187.42222222222222,0.6,0.0001192833879031241,0.30372128197901854
25,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",4169,135.48214285714286,0.6428571428571429,0.0001282277905071775,0.29255690665940765
26,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",2937,192.57777777777778,0.4666666666666667,0.0001650502672418952,0.2793470479269838
27,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3605,143.57894736842104,0.5263157894736842,0.0001148891121071453,0.2692552002840518
28,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3796,170.93333333333334,0.5333333333333333,0.00017170778786142668,0.2571071618660846
29,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3711,157.84,0.56,0.00015357336815213785,0.2479939252135771
30,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3472,158.80769230769232,0.5576923076923077,0.00017573644678729275,0.23833764753554837
31,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3447,187.2325581395349,0.5116279069767442,0.00017532565107103437,0.22879436551877763
32,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3393,166.0,0.58,0.00014740620099473745,0.22126915921024504
33,light_npca,throughput_hungry,0,"파일 다운로드, 속도 최대화",3650,165.35416666666666,0.5,0.00012669479716957235,0.2129162637502826
