episode,run,method,throughput,avg_option_duration,npca_switch_ratio,avg_loss,epsilon
0,1,drl_npca,4954,115.25862068965517,0.5689655172413793,0.0,0.9
1,1,drl_npca,4523,135.66037735849056,0.4339622641509434,0.0,0.8521024553212788
2,1,drl_npca,4234,147.6078431372549,0.39215686274509803,0.0011639109967897336,0.8106979365896764
3,1,drl_npca,4391,134.25925925925927,0.4444444444444444,0.0008648442259679238,0.772875023859198
4,1,drl_npca,4515,128.66071428571428,0.39285714285714285,0.0005966195797858139,0.7348750065924577
5,1,drl_npca,4266,142.75,0.4807692307692308,0.0004992323229089379,0.697576121926362
6,1,drl_npca,4022,145.1851851851852,0.3888888888888889,0.00038076075725257397,0.664762706022866
7,1,drl_npca,4856,113.23809523809524,0.4126984126984127,0.00025287302560172975,0.6324459255659898
8,1,drl_npca,4334,123.66666666666667,0.3333333333333333,0.00024872344026031595,0.5968838005870128
9,1,drl_npca,4434,117.39682539682539,0.5238095238095238,0.00019692324470573416,0.563492975427485
10,1,drl_npca,4191,122.4375,0.5,0.0001867929968284443,0.5321408780628515
11,1,drl_npca,4567,126.21428571428571,0.5178571428571429,0.00016226583102252334,0.5022505541010905
12,1,drl_npca,4182,117.38805970149254,0.6268656716417911,0.00020699641027022153,0.47762059813069796
13,1,drl_npca,4880,102.58208955223881,0.7014925373134329,0.0002031007364469891,0.449908731364591
14,1,drl_npca,4280,110.35211267605634,0.5774647887323944,0.00018771574347435185,0.42399272654484355
15,1,drl_npca,4807,113.61666666666666,0.5333333333333333,0.00019642717476623753,0.3983599727094171
16,1,drl_npca,4660,118.37288135593221,0.4915254237288136,0.00021168238890822977,0.37807306721810585
17,1,drl_npca,4588,113.47692307692307,0.5538461538461539,0.00020544710666096458,0.35927670124464056
18,1,drl_npca,4588,124.05172413793103,0.5344827586206896,0.00022738517145626247,0.3398131339170463
19,1,drl_npca,5285,118.1,0.48,0.00015708331193309277,0.32348214858731467
20,1,drl_npca,4623,121.15789473684211,0.5789473684210527,0.0002191808356049781,0.3101442668119301
21,1,drl_npca,5088,113.77586206896552,0.46551724137931033,0.00017409024197453013,0.2957307316102516
22,1,drl_npca,4548,118.0,0.576271186440678,0.00017247373762074858,0.28188379196762
23,1,drl_npca,4674,114.47619047619048,0.5555555555555556,0.00016758245086142173,0.26859842034569203
24,1,drl_npca,4094,144.7058823529412,0.47058823529411764,0.00020086387909638384,0.2552515601423414
25,1,drl_npca,4568,117.37096774193549,0.6451612903225806,0.00018723920705573013,0.24504617969677067
26,1,drl_npca,4556,115.26984126984127,0.4444444444444444,0.00022354049239462862,0.23332056643097432
27,1,drl_npca,4257,127.70689655172414,0.46551724137931033,0.00021172691291819015,0.2221276494433585
28,1,drl_npca,4520,125.91228070175438,0.5789473684210527,0.00022860234700298557,0.21242824734964494
29,1,drl_npca,4934,122.81132075471699,0.4716981132075472,0.00016186308736602464,0.20342875914407332
30,1,drl_npca,4297,141.2941176470588,0.49019607843137253,0.00020243321584227184,0.19550876851219984
31,1,drl_npca,4535,107.10144927536231,0.4927536231884058,0.00017130612104665488,0.18827387909258386
32,1,drl_npca,4356,131.83928571428572,0.5,0.00017757187500440827,0.17905470051501599
33,1,drl_npca,4219,124.57377049180327,0.5901639344262295,0.000168611552605095,0.1720262700075621
34,1,drl_npca,4601,111.7910447761194,0.4925373134328358,0.00016599187316993871,0.16480515068629675
35,1,drl_npca,3986,123.91935483870968,0.6451612903225806,0.00017731435461125025,0.15736522601057024
36,1,drl_npca,3960,155.87755102040816,0.4489795918367347,0.00019899045582860708,0.15091073856379247
37,1,drl_npca,4092,131.75862068965517,0.5344827586206896,0.00021034138626419008,0.1460853010443824
38,1,drl_npca,5068,105.50819672131148,0.5573770491803278,0.00019468369525081167,0.1406708892799804
