episode,group,run,obss_duration,throughput,avg_option_duration,reward,avg_loss,epsilon,npca_ratio,throughput_weight,latency_penalty,npca_switch_bonus,npca_switch_cost,qos_priority
0,energy_saving,0,20-200,426,223.33333333333334,366.0,0.0,0.9,0.6666666666666666,,,,,
1,energy_saving,0,20-200,584,0.0,0.0,0.0,0.894915269445845,0.0,,,,,
2,energy_saving,0,20-200,286,120.0,40.0,0.0,0.894915269445845,1.0,,,,,
3,energy_saving,0,20-200,347,250.25,81.95,0.0,0.8940707764932498,0.75,,,,,
4,energy_saving,0,20-200,559,0.0,0.0,0.0,0.8907012369590634,0.0,,,,,
5,energy_saving,0,20-200,343,195.75,92.85,0.0,0.8907012369590634,0.25,,,,,
6,energy_saving,0,20-200,120,256.3333333333333,55.099999999999994,0.0,0.8873451486626033,0.3333333333333333,,,,,
7,energy_saving,0,20-200,473,0.0,0.0,0.0,0.8823361198840407,0.0,,,,,
8,energy_saving,0,20-200,433,33.0,-1.6500000000000001,0.0,0.8823361198840407,1.0,,,,,
9,energy_saving,0,20-200,515,0.0,0.0,0.0,0.8815041997935286,0.0,,,,,
