episode,scenario,method,run,intent,throughput,avg_option_duration,npca_switch_ratio,avg_loss,epsilon
0,congested_npca,energy_saving,2,"배터리 절약, 저전력",2504,208.82608695652175,0.45652173913043476,0.0,0.9
1,congested_npca,energy_saving,2,"배터리 절약, 저전력",2646,186.20408163265307,0.46938775510204084,0.0,0.8617856678621075
2,congested_npca,energy_saving,2,"배터리 절약, 저전력",2442,209.86666666666667,0.4,0.0012635143551354606,0.8229669942979967
3,congested_npca,energy_saving,2,"배터리 절약, 저전력",2211,186.9056603773585,0.6226415094339622,0.0008463758276775479,0.788954500088985
4,congested_npca,energy_saving,2,"배터리 절약, 저전력",2858,198.45454545454547,0.5,0.0006901547312736511,0.7508096780182419
5,congested_npca,energy_saving,2,"배터리 절약, 저전력",2028,226.37209302325581,0.6744186046511628,0.0005647760117426515,0.7206425948149683
6,congested_npca,energy_saving,2,"배터리 절약, 저전력",2765,168.5090909090909,0.6545454545454545,0.0003690307300227384,0.6924161802373666
7,congested_npca,energy_saving,2,"배터리 절약, 저전력",2653,167.61818181818182,0.6545454545454545,0.0002810533721155177,0.6580373733996759
8,congested_npca,energy_saving,2,"배터리 절약, 저전력",2457,177.54716981132074,0.660377358490566,0.0002561470998140673,0.62549834332344
9,congested_npca,energy_saving,2,"배터리 절약, 저전력",3060,180.25,0.6875,0.00019681897053184608,0.595791126024626
10,congested_npca,energy_saving,2,"배터리 절약, 저전력",2045,190.1320754716981,0.5471698113207547,0.00018043323749831566,0.5702119629011474
11,congested_npca,energy_saving,2,"배터리 절약, 저전력",2423,198.35416666666666,0.5208333333333334,0.0001911734240517641,0.5433586278696311
12,congested_npca,energy_saving,2,"배터리 절약, 저전력",2772,211.73809523809524,0.5238095238095238,0.0001676851922335724,0.5202367773687429
13,congested_npca,energy_saving,2,"배터리 절약, 저전력",3068,182.14583333333334,0.5625,0.00016947226443638405,0.5008958355326787
14,congested_npca,energy_saving,2,"배터리 절약, 저전력",2658,191.91666666666666,0.4375,0.00018961989553645253,0.4797640552987377
15,congested_npca,energy_saving,2,"배터리 절약, 저전력",2755,185.02083333333334,0.5,0.0001768064103089273,0.45962264157667204
16,congested_npca,energy_saving,2,"배터리 절약, 저전력",2035,196.7,0.54,0.00020929006374596307,0.4404251796386648
17,congested_npca,energy_saving,2,"배터리 절약, 저전력",2785,185.91666666666666,0.4791666666666667,0.0001908005215227604,0.421383918938275
18,congested_npca,energy_saving,2,"배터리 절약, 저전력",2235,212.62222222222223,0.4444444444444444,0.00017842693584195027,0.40397856111732305
19,congested_npca,energy_saving,2,"배터리 절약, 저전력",2533,185.0,0.39215686274509803,0.00018586383278792104,0.3884026130510649
20,congested_npca,energy_saving,2,"배터리 절약, 저전력",2356,204.70212765957447,0.3829787234042553,0.00017569369811099023,0.37157678523486526
21,congested_npca,energy_saving,2,"배터리 절약, 저전력",2863,173.22641509433961,0.4716981132075472,0.00019717384323788187,0.3568123581502103
22,congested_npca,energy_saving,2,"배터리 절약, 저전력",2708,187.27083333333334,0.4583333333333333,0.00017809131531976163,0.34097470805221974
23,congested_npca,energy_saving,2,"배터리 절약, 저전력",2600,211.27272727272728,0.36363636363636365,0.0001762459626964604,0.3273378254295835
24,congested_npca,energy_saving,2,"배터리 절약, 저전력",1898,245.35,0.325,0.0001734042598400265,0.31539952960180895
25,congested_npca,energy_saving,2,"배터리 절약, 저전력",2525,207.48888888888888,0.5111111111111111,0.0001652486389502883,0.30499306519741237
26,congested_npca,energy_saving,2,"배터리 절약, 저전력",2376,244.1578947368421,0.18421052631578946,0.00016679529896161208,0.2937727282136297
27,congested_npca,energy_saving,2,"배터리 절약, 저전력",2219,235.1219512195122,0.5121951219512195,0.00015712430467829108,0.2846831600876146
28,congested_npca,energy_saving,2,"배터리 절약, 저전력",2614,195.5531914893617,0.5319148936170213,0.00016298719856422395,0.2752557333602951
29,congested_npca,energy_saving,2,"배터리 절약, 저전력",2531,192.0204081632653,0.4897959183673469,0.00015732311294414103,0.2649136564340345
30,congested_npca,energy_saving,2,"배터리 절약, 저전력",2465,188.4,0.56,0.00015273971075657755,0.25463672817099536
31,congested_npca,energy_saving,2,"배터리 절약, 저전력",2328,185.76923076923077,0.4423076923076923,0.00016474957131625464,0.24465647716980493
32,congested_npca,energy_saving,2,"배터리 절약, 저전력",2575,203.64444444444445,0.5555555555555556,0.00018453775070762882,0.23479301289523974
33,congested_npca,energy_saving,2,"배터리 절약, 저전력",2732,193.70212765957447,0.46808510638297873,0.00016305578174069524,0.22666165498820073
34,congested_npca,energy_saving,2,"배터리 절약, 저전력",2152,178.74545454545455,0.509090909090909,0.00014071748591959476,0.21855065866170043
35,congested_npca,energy_saving,2,"배터리 절약, 저전력",2806,173.90740740740742,0.6481481481481481,0.00015634203252072135,0.2095306951010767
36,congested_npca,energy_saving,2,"배터리 절약, 저전력",1980,219.42222222222222,0.4444444444444444,0.00014930791318571815,0.20114450251130922
37,congested_npca,energy_saving,2,"배터리 절약, 저전력",1911,210.10416666666666,0.4583333333333333,0.0001723414025036618,0.19449376379372824
38,congested_npca,energy_saving,2,"배터리 절약, 저전력",2478,197.7659574468085,0.5531914893617021,0.00015483448805753142,0.18772188829379866
39,congested_npca,energy_saving,2,"배터리 절약, 저전력",2198,200.1,0.54,0.0001472140575060621,0.18139871799346213
40,congested_npca,energy_saving,2,"배터리 절약, 저전력",2731,185.06,0.48,0.0001658873055324269,0.17499032689705263
41,congested_npca,energy_saving,2,"배터리 절약, 저전력",2543,208.0909090909091,0.36363636363636365,0.00016303810116369277,0.16889447672243946
42,congested_npca,energy_saving,2,"배터리 절약, 저전력",2434,246.36111111111111,0.25,0.00015014440577942878,0.1637765400212255
43,congested_npca,energy_saving,2,"배터리 절약, 저전력",2538,210.02272727272728,0.45454545454545453,0.00014053321986769637,0.15975343495756922
44,congested_npca,energy_saving,2,"배터리 절약, 저전력",2509,169.3859649122807,0.43859649122807015,0.0001680851176691552,0.15502898392890652
45,congested_npca,energy_saving,2,"배터리 절약, 저전력",2955,158.68421052631578,0.6666666666666666,0.00012270645675016567,0.14920975533083697
46,congested_npca,energy_saving,2,"배터리 절약, 저전력",2559,179.60377358490567,0.6037735849056604,0.00014388996836108467,0.14371294650881244
47,congested_npca,energy_saving,2,"배터리 절약, 저전력",2805,184.20408163265307,0.5510204081632653,0.0001510900522892674,0.13887548537978048
48,congested_npca,energy_saving,2,"배터리 절약, 저전력",2469,197.25,0.4375,0.00012175257143098861,0.13462556007142235
49,congested_npca,energy_saving,2,"배터리 절약, 저전력",2323,215.22222222222223,0.5111111111111111,0.00014418443606700748,0.13065948055442966
50,congested_npca,energy_saving,2,"배터리 절약, 저전력",2194,209.06521739130434,0.4782608695652174,0.0001372150630534937,0.12711026029600064
51,congested_npca,energy_saving,2,"배터리 절약, 저전력",2226,176.63636363636363,0.5818181818181818,0.0001688990256904314,0.12364353429812919
52,congested_npca,energy_saving,2,"배터리 절약, 저전력",2406,184.3846153846154,0.4230769230769231,0.00015219531390660754,0.11970251145598229
53,congested_npca,energy_saving,2,"배터리 절약, 저전력",2532,206.45454545454547,0.45454545454545453,0.000137622943536068,0.11617060621661118
54,congested_npca,energy_saving,2,"배터리 절약, 저전력",2583,223.85365853658536,0.4146341463414634,0.00017155625391751528,0.11332222348737667
55,congested_npca,energy_saving,2,"배터리 절약, 저전력",1707,231.34883720930233,0.37209302325581395,0.00014751931303180754,0.11077851467624882
56,congested_npca,energy_saving,2,"배터리 절약, 저전력",3022,163.10714285714286,0.5714285714285714,0.00013260760412473852,0.10822043147973492
57,congested_npca,energy_saving,2,"배터리 절약, 저전력",2825,190.4255319148936,0.46808510638297873,0.00014212436023323485,0.10504969647251458
58,congested_npca,energy_saving,2,"배터리 절약, 저전력",2872,163.39285714285714,0.5,0.00012104143388569355,0.10252222164560129
59,congested_npca,energy_saving,2,"배터리 절약, 저전력",1623,235.0,0.47619047619047616,0.000127170775764777,0.09966181606982571
60,congested_npca,energy_saving,2,"배터리 절약, 저전력",2384,178.1851851851852,0.5740740740740741,0.0001487916597397998,0.09761921467770485
61,congested_npca,energy_saving,2,"배터리 절약, 저전력",2867,173.77358490566039,0.4339622641509434,0.0001430144669332852,0.09511597287205927
62,congested_npca,energy_saving,2,"배터리 절약, 저전력",2850,200.04545454545453,0.5227272727272727,0.0001283828096347861,0.0927870869155546
63,congested_npca,energy_saving,2,"배터리 절약, 저전력",2632,168.25454545454545,0.7090909090909091,0.00017257576594905308,0.09094527215258319
64,congested_npca,energy_saving,2,"배터리 절약, 저전력",2001,208.29787234042553,0.425531914893617,0.00014364797728679454,0.08875409197133335
65,congested_npca,energy_saving,2,"배터리 절약, 저전력",2260,195.28571428571428,0.42857142857142855,0.00016604677754609534,0.08697479075490734
66,congested_npca,energy_saving,2,"배터리 절약, 저전력",2538,206.9111111111111,0.3333333333333333,0.00014302387474648034,0.0852066980313735
67,congested_npca,energy_saving,2,"배터리 절약, 저전력",2431,189.9387755102041,0.4489795918367347,0.00013709740596823394,0.08365751466165142
68,congested_npca,energy_saving,2,"배터리 절약, 저전력",2772,191.52083333333334,0.4166666666666667,0.00012408100398412594,0.08204805033337524
69,congested_npca,energy_saving,2,"배터리 절약, 저전력",2994,165.16071428571428,0.5178571428571429,0.0001262796504306607,0.08054607958270044
70,congested_npca,energy_saving,2,"배터리 절약, 저전력",2554,191.77083333333334,0.5625,0.00013182447582948953,0.07888251369346584
71,congested_npca,energy_saving,2,"배터리 절약, 저전력",2035,214.19565217391303,0.30434782608695654,0.00011890842870343477,0.07752889965697099
72,congested_npca,energy_saving,2,"배터리 절약, 저전력",2626,215.26190476190476,0.5238095238095238,0.00013571015248696008,0.07629125434534487
73,congested_npca,energy_saving,2,"배터리 절약, 저전력",2020,223.0,0.4186046511627907,0.0001358937054950123,0.07520988928509621
74,congested_npca,energy_saving,2,"배터리 절약, 저전력",2602,215.62790697674419,0.5581395348837209,0.0001401912256066377,0.07414884008852246
75,congested_npca,energy_saving,2,"배터리 절약, 저전력",2016,206.16666666666666,0.5,0.00011845729022752494,0.07313244897770298
76,congested_npca,energy_saving,2,"배터리 절약, 저전력",2441,203.25531914893617,0.2765957446808511,0.00011945496953558177,0.07204831869849519
77,congested_npca,energy_saving,2,"배터리 절약, 저전력",2161,194.50980392156862,0.37254901960784315,0.00013545291828146824,0.0710360230082904
78,congested_npca,energy_saving,2,"배터리 절약, 저전력",2015,210.02173913043478,0.5652173913043478,0.00011974345397902653,0.06999008397760774
79,congested_npca,energy_saving,2,"배터리 절약, 저전력",2035,243.97435897435898,0.46153846153846156,0.00014581120437166342,0.06909136902633167
80,congested_npca,energy_saving,2,"배터리 절약, 저전력",2662,177.0,0.4807692307692308,0.00012268809950910509,0.06836113769964947
81,congested_npca,energy_saving,2,"배터리 절약, 저전력",2026,202.83333333333334,0.5208333333333334,0.00012210373339864114,0.06743075804635448
82,congested_npca,energy_saving,2,"배터리 절약, 저전력",2800,165.73214285714286,0.4642857142857143,0.00012899780025084814,0.06661384442835354
83,congested_npca,energy_saving,2,"배터리 절약, 저전력",2622,187.34,0.54,0.0001373812701785937,0.06570904010460288
84,congested_npca,energy_saving,2,"배터리 절약, 저전력",2310,186.58823529411765,0.5294117647058824,0.00010551060889459525,0.06494290117816003
85,congested_npca,energy_saving,2,"배터리 절약, 저전력",2420,197.375,0.5,0.0001241243783927833,0.06419992026547935
86,congested_npca,energy_saving,2,"배터리 절약, 저전력",2112,224.37209302325581,0.3953488372093023,0.00013399916254760078,0.06353442377883495
87,congested_npca,energy_saving,2,"배터리 절약, 저전력",2937,191.6086956521739,0.3695652173913043,0.00012173466772461931,0.06296477869574005
88,congested_npca,energy_saving,2,"배터리 절약, 저전력",2655,195.47916666666666,0.3541666666666667,0.00012414092149507874,0.06238190768494795
89,congested_npca,energy_saving,2,"배터리 절약, 저전력",2546,195.875,0.3958333333333333,0.00016052917150470117,0.0618016145629985
90,congested_npca,energy_saving,2,"배터리 절약, 저전력",1918,237.82926829268294,0.2682926829268293,0.00014270717899004617,0.06124851758205979
91,congested_npca,energy_saving,2,"배터리 절약, 저전력",2458,226.53658536585365,0.4146341463414634,0.00011089956872941305,0.06079665484399097
92,congested_npca,energy_saving,2,"배터리 절약, 저전력",2462,184.98039215686273,0.4117647058823529,0.00012194164204023157,0.06036294382525454
93,congested_npca,energy_saving,2,"배터리 절약, 저전력",2590,193.70212765957447,0.48936170212765956,0.0001183962255405883,0.05984768448106511
94,congested_npca,energy_saving,2,"배터리 절약, 저전력",2556,167.140350877193,0.543859649122807,0.00010713117808336392,0.059395551658830495
95,congested_npca,energy_saving,2,"배터리 절약, 저전력",2405,232.675,0.325,0.00012506790517363697,0.058874982375358084
96,congested_npca,energy_saving,2,"배터리 절약, 저전력",2218,202.74468085106383,0.574468085106383,0.00013369083171710372,0.05852698933890704
97,congested_npca,energy_saving,2,"배터리 절약, 저전력",3035,183.35416666666666,0.375,0.00010650584590621293,0.05813549306763867
98,congested_npca,energy_saving,2,"배터리 절약, 저전력",2996,181.77551020408163,0.3469387755102041,0.00011209293734282255,0.057754213317301226
99,congested_npca,energy_saving,2,"배터리 절약, 저전력",2084,236.53658536585365,0.34146341463414637,0.00010454518875728051,0.05738341559639107
100,congested_npca,energy_saving,2,"배터리 절약, 저전력",3022,164.38888888888889,0.48148148148148145,0.00010585096606519073,0.057086817367927055
101,congested_npca,energy_saving,2,"배터리 절약, 저전력",2333,201.72340425531914,0.2765957446808511,0.00010449299588799477,0.05671427830728866
102,congested_npca,energy_saving,2,"배터리 절약, 저전력",2530,207.6818181818182,0.3181818181818182,0.00011397831015832101,0.05640600831689852
103,congested_npca,energy_saving,2,"배터리 절약, 저전력",2733,175.67307692307693,0.5,0.00012040651684704547,0.05613025501046129
104,congested_npca,energy_saving,2,"배터리 절약, 저전력",2247,222.65116279069767,0.5116279069767442,0.00010605640515374641,0.05581962804253916
105,congested_npca,energy_saving,2,"배터리 절약, 저전력",2326,199.06382978723406,0.574468085106383,9.934846942390625e-05,0.05557468798790176
106,congested_npca,energy_saving,2,"배터리 절약, 저전력",2472,191.9795918367347,0.42857142857142855,0.00010496164759388193,0.0553187395547555
107,congested_npca,energy_saving,2,"배터리 절약, 저전력",2508,236.30769230769232,0.3333333333333333,0.00012036822833276044,0.05506440343781921
108,congested_npca,energy_saving,2,"배터리 절약, 저전력",2112,221.61363636363637,0.29545454545454547,0.00011422406047737847,0.05487069359772592
109,congested_npca,energy_saving,2,"배터리 절약, 저전력",2904,198.24444444444444,0.4,0.00010087886524464314,0.054661029513982454
110,congested_npca,energy_saving,2,"배터리 절약, 저전력",2624,185.18,0.46,0.0001002607920478719,0.05445593247811698
111,congested_npca,energy_saving,2,"배터리 절약, 저전력",2709,155.80327868852459,0.5901639344262295,0.00012749770394293591,0.05423861408677326
112,congested_npca,energy_saving,2,"배터리 절약, 저전력",2111,214.47826086956522,0.5652173913043478,0.00011220960489784677,0.05398778663727825
113,congested_npca,energy_saving,2,"배터리 절약, 저전력",1568,232.8181818181818,0.4772727272727273,0.00011289410758763552,0.05380850357486413
114,congested_npca,energy_saving,2,"배터리 절약, 저전력",2838,194.04347826086956,0.41304347826086957,0.00011178689116301636,0.053644562568016474
115,congested_npca,energy_saving,2,"배터리 절약, 저전력",2965,177.0,0.4,0.00011220387871920441,0.05348071018628529
116,congested_npca,energy_saving,2,"배터리 절약, 저전력",2593,173.83333333333334,0.46296296296296297,0.00011683997581712902,0.053310953947353926
117,congested_npca,energy_saving,2,"배터리 절약, 저전력",2421,214.61363636363637,0.36363636363636365,9.510759749294569e-05,0.05313690407287197
118,congested_npca,energy_saving,2,"배터리 절약, 저전력",2162,208.10638297872342,0.40425531914893614,0.00010907666001003236,0.053001872766748157
119,congested_npca,energy_saving,2,"배터리 절약, 저전력",2434,230.425,0.375,0.00011010505841113627,0.05286404897592415
120,congested_npca,energy_saving,2,"배터리 절약, 저전력",2814,197.08695652173913,0.45652173913043476,0.00012200186756672338,0.05275174800928295
121,congested_npca,energy_saving,2,"배터리 절약, 저전력",2478,224.0,0.23809523809523808,0.0001110769881051965,0.05262803481823999
122,congested_npca,energy_saving,2,"배터리 절약, 저전력",2211,242.84615384615384,0.28205128205128205,0.00011116828682133928,0.05251994316950263
123,congested_npca,energy_saving,2,"배터리 절약, 저전력",2479,220.85714285714286,0.40476190476190477,0.00012049276119796559,0.05242355713027769
124,congested_npca,energy_saving,2,"배터리 절약, 저전력",2310,207.8695652173913,0.34782608695652173,8.675697608850896e-05,0.05232387569371425
125,congested_npca,energy_saving,2,"배터리 절약, 저전력",2387,219.61904761904762,0.5,0.0001027497176740629,0.052219398802412165
126,congested_npca,energy_saving,2,"배터리 절약, 저전력",2518,200.7659574468085,0.2978723404255319,0.00010143329078952472,0.05212811444267179
127,congested_npca,energy_saving,2,"배터리 절약, 저전력",2667,190.89583333333334,0.5416666666666666,9.744662869100769e-05,0.05203040717038321
128,congested_npca,energy_saving,2,"배터리 절약, 저전력",2153,232.9512195121951,0.43902439024390244,0.00010766572086140513,0.05193524967561667
129,congested_npca,energy_saving,2,"배터리 절약, 저전력",2456,199.61702127659575,0.46808510638297873,8.511401635284226e-05,0.051857509012378906
130,congested_npca,energy_saving,2,"배터리 절약, 저전력",2571,167.08928571428572,0.5714285714285714,9.487981878919527e-05,0.051772225939621254
131,congested_npca,energy_saving,2,"배터리 절약, 저전력",2889,181.69387755102042,0.5918367346938775,9.530213234635691e-05,0.051675708983552025
132,congested_npca,energy_saving,2,"배터리 절약, 저전력",2722,195.1086956521739,0.45652173913043476,9.964527513754244e-05,0.0515955784730045
133,congested_npca,energy_saving,2,"배터리 절약, 저전력",3132,169.41176470588235,0.6274509803921569,0.00010057923403413345,0.05152384439568748
134,congested_npca,energy_saving,2,"배터리 절약, 저전력",2702,186.9387755102041,0.5918367346938775,0.00010725859707842271,0.05144807682643219
135,congested_npca,energy_saving,2,"배터리 절약, 저전력",2823,185.625,0.3958333333333333,9.788954048417509e-05,0.05137883142848243
136,congested_npca,energy_saving,2,"배터리 절약, 저전력",2407,219.14285714285714,0.5952380952380952,8.967723260866478e-05,0.05131421082117094
137,congested_npca,energy_saving,2,"배터리 절약, 저전력",2112,231.8095238095238,0.3333333333333333,0.00011751530594968547,0.05126015704172217
138,congested_npca,energy_saving,2,"배터리 절약, 저전력",3073,171.48076923076923,0.5961538461538461,0.00010068798049663504,0.05120832650608301
139,congested_npca,energy_saving,2,"배터리 절약, 저전력",2499,185.84313725490196,0.5098039215686274,0.00010648200501843046,0.051147099232796006
140,congested_npca,energy_saving,2,"배터리 절약, 저전력",2515,176.64814814814815,0.6851851851851852,9.39491195216154e-05,0.051090063933910156
141,congested_npca,energy_saving,2,"배터리 절약, 저전력",2343,204.08695652173913,0.5652173913043478,0.00010250519214120384,0.05103276156912614
142,congested_npca,energy_saving,2,"배터리 절약, 저전력",2294,218.34883720930233,0.4186046511627907,9.776736260391772e-05,0.05098633063545339
143,congested_npca,energy_saving,2,"배터리 절약, 저전력",2352,214.75,0.36363636363636365,7.371920946752653e-05,0.050944817350072856
144,congested_npca,energy_saving,2,"배터리 절약, 저전력",2245,205.31914893617022,0.2978723404255319,0.00011408114854323988,0.050904146702241415
145,congested_npca,energy_saving,2,"배터리 절약, 저전력",2491,197.40425531914894,0.5957446808510638,0.0001007950704661198,0.05086263497418143
146,congested_npca,energy_saving,2,"배터리 절약, 저전력",2566,173.2962962962963,0.5555555555555556,8.838700402217607e-05,0.05082302915758719
147,congested_npca,energy_saving,2,"배터리 절약, 저전력",2135,197.79591836734693,0.5306122448979592,9.488400974078104e-05,0.05077976424848524
148,congested_npca,energy_saving,2,"배터리 절약, 저전력",2662,178.05882352941177,0.45098039215686275,8.996464991165946e-05,0.05074247680302118
149,congested_npca,energy_saving,2,"배터리 절약, 저전력",1886,203.22,0.52,9.252551293078189e-05,0.050705559869276134
150,congested_npca,energy_saving,2,"배터리 절약, 저전력",2509,211.7674418604651,0.5813953488372093,9.189451035733025e-05,0.05067114930840234
