episode,scenario,method,run,intent,throughput,avg_option_duration,npca_switch_ratio,avg_loss,epsilon
0,congested_npca,balanced,2,일반 웹 서핑,2693,213.9047619047619,0.5238095238095238,0.0,0.9
1,congested_npca,balanced,2,일반 웹 서핑,2935,179.04,0.44,0.0,0.8650393134866119
2,congested_npca,balanced,2,일반 웹 서핑,2135,226.5,0.35714285714285715,0.00027150770377678174,0.8252893771133268
3,congested_npca,balanced,2,일반 웹 서핑,2627,197.59574468085106,0.3191489361702128,0.0001995454707260554,0.7934015549128339
4,congested_npca,balanced,2,일반 웹 서핑,2452,208.51111111111112,0.4888888888888889,0.00012653679974998036,0.7592700548914212
5,congested_npca,balanced,2,일반 웹 서핑,2530,194.19148936170214,0.46808510638297873,0.00012919664004584774,0.7280603864158232
6,congested_npca,balanced,2,일반 웹 서핑,2112,205.68085106382978,0.5319148936170213,0.00014538903875897327,0.6969288694845942
7,congested_npca,balanced,2,일반 웹 서핑,2779,194.66666666666666,0.6,0.00014908351780225834,0.6672266815126373
8,congested_npca,balanced,2,일반 웹 서핑,2248,165.52542372881356,0.6779661016949152,0.00015568415983580053,0.640067153246282
9,congested_npca,balanced,2,일반 웹 서핑,2636,183.7,0.56,0.00017688760029462477,0.6062602996225298
10,congested_npca,balanced,2,일반 웹 서핑,2416,181.43396226415095,0.6037735849056604,0.00010935547228048866,0.5791311646825338
11,congested_npca,balanced,2,일반 웹 서핑,2734,185.75510204081633,0.6122448979591837,0.00013201125693740323,0.5518174205663944
12,congested_npca,balanced,2,일반 웹 서핑,2152,181.11111111111111,0.48148148148148145,0.00012987584341317415,0.5278210784172991
13,congested_npca,balanced,2,일반 웹 서핑,2535,185.15686274509804,0.47058823529411764,0.000147351286917304,0.5027030308558627
14,congested_npca,balanced,2,일반 웹 서핑,2162,227.3095238095238,0.2857142857142857,0.00012142295357383166,0.48019403430770935
15,congested_npca,balanced,2,일반 웹 서핑,2243,175.62962962962962,0.5185185185185185,0.00014916699243864665,0.46250005928022514
16,congested_npca,balanced,2,일반 웹 서핑,3037,170.76923076923077,0.4423076923076923,9.663029292520757e-05,0.44081580009598037
17,congested_npca,balanced,2,일반 웹 서핑,2070,210.25531914893617,0.5319148936170213,0.00013234071229817346,0.42101272064941436
18,congested_npca,balanced,2,일반 웹 서핑,2404,195.83333333333334,0.5208333333333334,0.00011799685065246497,0.40397856111732305
19,congested_npca,balanced,2,일반 웹 서핑,2468,203.52173913043478,0.4782608695652174,0.00011956801366371413,0.3873889265020001
20,congested_npca,balanced,2,일반 웹 서핑,2550,198.93478260869566,0.6521739130434783,0.00012904160879164314,0.37222058238788897
21,congested_npca,balanced,2,일반 웹 서핑,3050,163.58490566037736,0.6226415094339622,0.00010978887924769272,0.3577341772619643
22,congested_npca,balanced,2,일반 웹 서핑,1749,217.80434782608697,0.34782608695652173,0.00011039350404947375,0.3418489428729315
23,congested_npca,balanced,2,일반 웹 서핑,2485,187.27450980392157,0.47058823529411764,9.868985701662798e-05,0.32872798706465023
24,congested_npca,balanced,2,일반 웹 서핑,2389,200.0212765957447,0.425531914893617,9.285528600836794e-05,0.31486926098797535
25,congested_npca,balanced,2,일반 웹 서핑,2442,216.52272727272728,0.45454545454545453,0.00010237848133935283,0.3027084239177022
26,congested_npca,balanced,2,일반 웹 서핑,2671,179.90384615384616,0.38461538461538464,0.00011906699849835907,0.2918303263548215
27,congested_npca,balanced,2,일반 웹 서핑,2213,195.89795918367346,0.5510204081632653,0.0001119046428357251,0.27957650968666886
28,congested_npca,balanced,2,일반 웹 서핑,2610,174.49056603773585,0.660377358490566,9.785602984872337e-05,0.26859842034569203
29,congested_npca,balanced,2,일반 웹 서핑,2427,202.89361702127658,0.40425531914893614,0.0001279353818972595,0.2573143726160581
30,congested_npca,balanced,2,일반 웹 서핑,2555,179.25,0.5,0.00010581074214618032,0.24779603025233543
31,congested_npca,balanced,2,일반 웹 서핑,2838,202.95454545454547,0.38636363636363635,8.363970118807629e-05,0.2377734812654715
32,congested_npca,balanced,2,일반 웹 서핑,2608,206.67441860465115,0.4418604651162791,0.00011250963871134445,0.22969057600548393
33,congested_npca,balanced,2,일반 웹 서핑,2592,192.6530612244898,0.4897959183673469,9.649653657106683e-05,0.2221276494433585
34,congested_npca,balanced,2,일반 웹 서핑,2672,202.0,0.3333333333333333,7.38476495219705e-05,0.21389669969932534
35,congested_npca,balanced,2,일반 웹 서핑,2123,254.64864864864865,0.4594594594594595,0.00010849497872792806,0.2066848321933108
36,congested_npca,balanced,2,일반 웹 서핑,1836,238.42857142857142,0.42857142857142855,0.0001020262958869959,0.2009934335558647
37,congested_npca,balanced,2,일반 웹 서핑,2739,173.24074074074073,0.4074074074074074,8.401253095750387e-05,0.194783040501598
38,congested_npca,balanced,2,일반 웹 서핑,2697,189.875,0.5,7.178624703859289e-05,0.18717210104816417
39,congested_npca,balanced,2,일반 웹 서핑,2673,187.15686274509804,0.6274509803921569,0.00010085404816588077,0.18074336415341485
40,congested_npca,balanced,2,일반 웹 서핑,3024,183.625,0.5208333333333334,7.664956137887202e-05,0.17424263026864406
41,congested_npca,balanced,2,일반 웹 서핑,2580,186.82,0.5,6.06177369869935e-05,0.16841984870442295
42,congested_npca,balanced,2,일반 웹 서핑,2116,190.9,0.54,0.0001040545660847177,0.16264444453256988
43,congested_npca,balanced,2,일반 웹 서핑,2490,174.11111111111111,0.5,0.00010814992856467143,0.15715071014591903
44,congested_npca,balanced,2,일반 웹 서핑,2743,178.94117647058823,0.47058823529411764,9.34154049900826e-05,0.1515180230267117
45,congested_npca,balanced,2,일반 웹 서핑,2673,197.7608695652174,0.4782608695652174,9.611437659865867e-05,0.14647041195690386
46,congested_npca,balanced,2,일반 웹 서핑,2445,164.13793103448276,0.4482758620689655,8.952827677906801e-05,0.14213329152866805
47,congested_npca,balanced,2,일반 웹 서핑,2310,191.64,0.44,8.83831792937902e-05,0.13694157570820686
48,congested_npca,balanced,2,일반 웹 서핑,2442,207.33333333333334,0.4222222222222222,7.154434570111334e-05,0.13270138502610285
49,congested_npca,balanced,2,일반 웹 서핑,2336,175.01818181818183,0.4909090909090909,9.075201523955911e-05,0.12906231582906397
50,congested_npca,balanced,2,일반 웹 서핑,2412,189.7843137254902,0.5098039215686274,8.629855922966574e-05,0.12483130769501667
51,congested_npca,balanced,2,일반 웹 서핑,2576,221.1951219512195,0.6097560975609756,7.158111475291662e-05,0.12111059559062343
