W,num_stas,npca_qsrc,npca_cw,seed,collision_probability_npca,aggregate_throughput,mean_access_delay,npca_transition_count
170,30,5,511,123,0.062385321100917435,859,1444.6484284051223,2524
170,30,5,511,456,0.04421052631578947,862,1451.6647331786544,2331
170,50,0,15,42,0.9420991253644315,1154,364.85961871750436,7300
170,50,0,15,123,0.9426605504587156,1125,402.7217777777778,7600
170,50,0,15,456,0.9424352920078904,1163,375.9114359415305,7150
170,50,1,31,42,0.8567757641330809,1220,686.8729508196722,7200
170,50,1,31,123,0.8558324205914567,1155,766.1238095238095,7150
170,50,1,31,456,0.8541412498305544,1191,731.9865659109992,7300
170,50,2,63,42,0.5896076352067868,1210,1291.5256198347108,7550
170,50,2,63,123,0.5761029411764705,1228,1278.7581433224755,7500
170,50,2,63,456,0.5551069842551474,1193,1337.103101424979,7100
170,50,3,127,42,0.3269961977186312,1196,1562.9339464882944,7200
170,50,3,127,123,0.34846698113207547,1217,1633.1594083812654,7550
170,50,3,127,456,0.3520710059171598,1137,1613.141600703606,7500
170,50,4,255,42,0.18458933107535985,1102,1837.0934664246824,7200
170,50,4,255,123,0.19526143790849673,1106,1803.6880650994576,7400
170,50,4,255,456,0.20508744038155802,1141,1738.703768624014,7450
170,50,5,511,42,0.07209612817089453,921,2229.743756786102,4579
170,50,5,511,123,0.057534246575342465,944,2192.294491525424,4350
170,50,5,511,456,0.08532934131736528,918,2142.8976034858388,3953
230,10,0,15,42,0.5108892921960072,1292,268.76934984520125,1060
230,10,0,15,123,0.4943362029904848,1315,264.6441064638783,1090
230,10,0,15,456,0.4840203798054655,1302,276.01612903225805,1089
230,10,1,31,42,0.35290363752393106,1278,276.67996870109545,1040
230,10,1,31,123,0.3087674714104193,1281,284.192037470726,1090
230,10,1,31,456,0.324375,1255,292.2645418326693,1100
230,10,2,63,42,0.18671152228763668,1240,293.2072580645161,1070
230,10,2,63,123,0.1912320483749055,1212,309.01485148514854,1180
230,10,2,63,456,0.1815126050420168,1220,317.5983606557377,1070
230,10,3,127,42,0.08032955715756952,1134,329.0246913580247,1170
230,10,3,127,123,0.07518796992481203,1126,349.08436944937836,1130
230,10,3,127,456,0.08505997818974918,1075,364.7693023255814,1100
230,10,4,255,42,0.03184713375796178,958,417.9081419624217,1100
230,10,4,255,123,0.025110782865583457,981,402.3078491335372,1160
230,10,4,255,456,0.04327666151468315,956,402.22594142259413,1100
230,10,5,511,42,0.0,712,595.7528089887641,690
230,10,5,511,123,0.026936026936026935,691,627.7887120115774,691
230,10,5,511,456,0.014705882352941176,739,567.2692828146144,653
230,20,0,15,42,0.7426423200859291,1286,422.67573872472786,2360
230,20,0,15,123,0.7466372657111356,1281,406.3411397345824,2260
230,20,0,15,456,0.7444541104828186,1260,409.1738095238095,2320
230,20,1,31,42,0.5383966244725739,1244,537.847266881029,2140
230,20,1,31,123,0.569040986868285,1288,504.7717391304348,2120
230,20,1,31,456,0.5613368780858337,1213,542.7419620774938,2280
230,20,2,63,42,0.3142677561282212,1232,622.7840909090909,2240
230,20,2,63,123,0.30647291941875826,1192,635.2055369127517,2120
230,20,2,63,456,0.2938623682579045,1190,656.9521008403361,2300
230,20,3,127,42,0.17281728172817282,1166,671.5128644939965,2100
230,20,3,127,123,0.17026578073089702,1143,722.6666666666666,2260
230,20,3,127,456,0.16313932980599646,1183,661.9357565511411,2160
230,20,4,255,42,0.10550458715596331,1045,781.9751196172249,2200
230,20,4,255,123,0.1013215859030837,1084,756.5322878228782,2240
230,20,4,255,456,0.08649289099526067,1030,792.2281553398059,2180
230,20,5,511,42,0.016771488469601678,834,1015.4412470023981,1529
230,20,5,511,123,0.044444444444444446,819,1035.6324786324785,1677
230,20,5,511,456,0.02178649237472767,852,959.0833333333334,1467
230,30,0,15,42,0.846229878565377,1210,456.20413223140497,3300
230,30,0,15,123,0.8478726251003479,1191,409.7774979009236,3420
230,30,0,15,456,0.8500069185000692,1197,448.968253968254,3270
230,30,1,31,42,0.6934346174715138,1239,653.2937853107345,3300
230,30,1,31,123,0.6940916620651574,1217,666.5341002465078,3240
230,30,1,31,456,0.6955102040816327,1262,653.7353407290016,3300
230,30,2,63,42,0.42215088282504015,1262,879.4825673534073,3210
230,30,2,63,123,0.42049656629688326,1242,870.7898550724638,3270
230,30,2,63,456,0.42835820895522386,1177,938.0433305012745,3420
230,30,3,127,42,0.23820754716981132,1140,1052.561403508772,3120
230,30,3,127,123,0.24189902034664656,1157,953.6784788245462,3240
230,30,3,127,456,0.20679012345679013,1173,974.1091219096335,3270
230,30,4,255,42,0.11954261954261955,1097,1124.54968094804,3150
230,30,4,255,123,0.1179245283018868,1078,1157.922077922078,3420
230,30,4,255,456,0.10604453870625663,1110,1115.0945945945946,3120
230,30,5,511,42,0.0632688927943761,932,1267.4785407725321,2215
230,30,5,511,123,0.05063291139240506,923,1341.6034669555797,2344
230,30,5,511,456,0.03773584905660377,882,1418.4104308390022,2512
230,50,0,15,42,0.9310393061966709,1155,422.012987012987,5350
230,50,0,15,123,0.9302113821138212,1142,419.78371278458843,5800
230,50,0,15,456,0.9313113291703836,1113,390.49775381850856,5850
