W,num_stas,npca_qsrc,npca_cw,seed,collision_probability_npca,aggregate_throughput,mean_access_delay,npca_transition_count
230,50,1,31,42,0.8531591000943015,1219,648.7054963084496,5500
230,50,1,31,123,0.8476956640305426,1173,732.5652173913044,5600
230,50,1,31,456,0.8530098598858329,1135,715.5118942731277,5700
230,50,2,63,42,0.599320882852292,1251,1267.6187050359713,5750
230,50,2,63,123,0.5917630057803468,1206,1311.9436152570481,5500
230,50,2,63,456,0.5864884929472903,1186,1320.8220910623945,5400
230,50,3,127,42,0.35735207967193905,1167,1606.4867180805484,5550
230,50,3,127,123,0.3542154566744731,1151,1658.2762814943528,5550
230,50,3,127,456,0.34340836012861736,1127,1657.8305235137534,5150
230,50,4,255,42,0.18785425101214576,1161,1724.603789836348,5550
230,50,4,255,123,0.19252187748607796,1116,1746.5474910394266,5600
230,50,4,255,456,0.21805111821086262,1131,1697.6763925729442,5450
230,50,5,511,42,0.0859106529209622,983,2045.116988809766,4539
230,50,5,511,123,0.08,977,2013.5435005117706,4160
230,50,5,511,456,0.07901234567901234,1002,2030.7155688622754,4248
300,10,0,15,42,0.4855072463768116,1301,272.0184473481937,800
300,10,0,15,123,0.49807610089781956,1319,278.0909780136467,890
300,10,0,15,456,0.4921259842519685,1267,284.15232833464876,780
300,10,1,31,42,0.3216824644549763,1244,290.67041800643085,900
300,10,1,31,123,0.3308675184936113,1263,283.2620744259699,770
300,10,1,31,456,0.3119741100323625,1275,294.79764705882354,830
300,10,2,63,42,0.18708053691275167,1238,297.65428109854605,820
300,10,2,63,123,0.20214521452145215,1206,309.3648424543947,820
300,10,2,63,456,0.18539786710418377,1198,305.9382303839733,840
300,10,3,127,42,0.0967391304347826,1073,348.06430568499536,830
300,10,3,127,123,0.09404388714733543,1100,329.4809090909091,860
300,10,3,127,456,0.11782477341389729,1087,328.0855565777369,880
300,10,4,255,42,0.05203252032520325,1020,376.0372549019608,800
300,10,4,255,123,0.05255023183925812,996,380.6124497991968,820
300,10,4,255,456,0.04552590266875981,990,388.1787878787879,830
300,10,5,511,42,0.004807692307692308,765,494.3529411764706,890
300,10,5,511,123,0.01904761904761905,785,514.028025477707,870
300,10,5,511,456,0.02403846153846154,858,459.33449883449885,820
300,20,0,15,42,0.7241468459152016,1235,441.0008097165992,1620
300,20,0,15,123,0.7232704402515723,1261,432.18318794607455,1740
300,20,0,15,456,0.7230728616684267,1245,407.86345381526104,1580
300,20,1,31,42,0.5438667749796913,1248,515.6169871794872,1680
300,20,1,31,123,0.5633085064680518,1231,521.4159220146223,1680
300,20,1,31,456,0.5631911532385466,1222,531.7905073649755,1680
300,20,2,63,42,0.33965728274173806,1221,583.6085176085176,1680
300,20,2,63,123,0.34300947867298576,1222,577.2864157119476,1720
300,20,2,63,456,0.33098139833226425,1220,614.8073770491803,1620
300,20,3,127,42,0.16666666666666666,1128,688.1072695035461,1700
300,20,3,127,123,0.18612244897959185,1125,688.8275555555556,1720
300,20,3,127,456,0.17212490479817213,1138,694.5413005272408,1880
300,20,4,255,42,0.08222222222222222,1053,744.7806267806268,1760
300,20,4,255,123,0.09790979097909791,1044,770.3726053639847,1740
300,20,4,255,456,0.08411214953271028,1079,741.7961075069509,1640
300,20,5,511,42,0.04044117647058824,980,831.6102040816327,1500
300,20,5,511,123,0.06518282988871224,912,875.2620614035088,1740
300,20,5,511,456,0.03852889667250438,905,903.4519337016575,1620
300,30,0,15,42,0.8281021304277119,1218,482.5008210180624,2460
300,30,0,15,123,0.8310537768106931,1181,458.4149026248942,2520
300,30,0,15,456,0.8315107913669064,1196,472.0526755852843,2730
300,30,1,31,42,0.7025873566284343,1252,627.2651757188498,2520
300,30,1,31,123,0.6885952312553864,1197,672.4720133667502,2430
300,30,1,31,456,0.7024076147816349,1226,678.5024469820555,2400
300,30,2,63,42,0.4335458558116724,1205,850.1809128630705,2640
300,30,2,63,123,0.4573560767590618,1179,855.4826123833758,2340
300,30,2,63,456,0.411434405308831,1216,882.7927631578947,2610
300,30,3,127,42,0.24550484094052558,1187,930.1187868576243,2670
300,30,3,127,123,0.27219321148825065,1174,972.870528109029,2730
300,30,3,127,456,0.2505322924059617,1142,1022.399299474606,2580
300,30,4,255,42,0.12720156555772993,1111,1090.4005400540054,2520
300,30,4,255,123,0.14300100704934543,1114,985.4533213644524,2400
300,30,4,255,456,0.11794871794871795,1104,1058.893115942029,2460
300,30,5,511,42,0.08147174770039421,981,1192.6493374108054,2580
300,30,5,511,123,0.07940780619111709,967,1267.5987590486038,2490
300,30,5,511,456,0.07086614173228346,968,1257.1311983471073,2580
300,50,0,15,42,0.9187893081761006,1150,465.06260869565216,4250
300,50,0,15,123,0.9187605981193155,1149,473.5308964316797,4300
300,50,0,15,456,0.9189410034319333,1128,469.01241134751774,4050
300,50,1,31,42,0.8380711415389195,1164,743.0077319587629,4200
300,50,1,31,123,0.8360586411051593,1123,759.833481745325,4500
300,50,1,31,456,0.8406357388316151,1184,711.2069256756756,4300
300,50,2,63,42,0.6076837827853713,1195,1261.365690376569,4000
300,50,2,63,123,0.5970793229339528,1181,1221.8162574089754,4550
300,50,2,63,456,0.5853747714808044,1233,1276.456609894566,4200
300,50,3,127,42,0.3646341463414634,1222,1495.4926350245498,4050
300,50,3,127,123,0.38457269700332963,1159,1520.58153580673,4300
300,50,3,127,456,0.3642305407011289,1132,1589.8136042402828,4150
300,50,4,255,42,0.18096054888507718,1110,1726.1234234234234,4050
300,50,4,255,123,0.18583333333333332,1125,1766.4915555555556,4200
300,50,4,255,456,0.2043343653250774,1134,1668.1040564373898,4400
300,50,5,511,42,0.11740041928721175,1067,1838.9784442361763,4250
300,50,5,511,123,0.09772727272727273,985,1892.1157360406091,4050
300,50,5,511,456,0.11043566362715299,1020,1954.7950980392156,4450
400,10,0,15,42,0.47077625570776255,1290,278.553488372093,660
400,10,0,15,123,0.4515970515970516,1286,277.6811819595645,640
400,10,0,15,456,0.4618040569702201,1296,272.68441358024694,710
400,10,1,31,42,0.3102012491325468,1225,295.6187755102041,590
400,10,1,31,123,0.32358550540368725,1261,290.8913560666138,630
400,10,1,31,456,0.29214929214929214,1260,282.36507936507934,650
400,10,2,63,42,0.17269736842105263,1200,308.13166666666666,650
400,10,2,63,123,0.1996630160067397,1213,308.9175597691673,610
400,10,2,63,456,0.2158273381294964,1206,295.39718076285243,640
400,10,3,127,42,0.0981941309255079,1120,329.32410714285714,590
400,10,3,127,123,0.11632653061224489,1094,329.57404021937845,640
400,10,3,127,456,0.0994263862332696,1069,345.1449953227315,690
400,10,4,255,42,0.03730272596843615,999,351.98598598598596,670
400,10,4,255,123,0.0546218487394958,948,390.4957805907173,650
400,10,4,255,456,0.03910614525139665,949,381.6322444678609,670
400,10,5,511,42,0.01507537688442211,827,482.5683192261185,610
400,10,5,511,123,0.014319809069212411,839,449.5280095351609,630
400,10,5,511,456,0.030973451327433628,816,483.1887254901961,690
400,20,0,15,42,0.6891851851851852,1277,451.9890368050117,1180
400,20,0,15,123,0.697817571348629,1233,422.1678832116788,1240
400,20,0,15,456,0.7012717363093693,1229,432.0634662327095,1300
400,20,1,31,42,0.5402298850574713,1235,527.8744939271255,1180
400,20,1,31,123,0.5402449693788276,1259,533.5401111993646,1200
400,20,1,31,456,0.5362694300518135,1217,522.7534921939194,1240
400,20,2,63,42,0.3617767387492694,1231,588.0373679935012,1280
400,20,2,63,123,0.3261538461538461,1206,589.0638474295191,1280
400,20,2,63,456,0.33851897946484133,1173,599.5524296675192,1240
400,20,3,127,42,0.2021688613477924,1166,628.6192109777015,1340
400,20,3,127,123,0.20344287949921752,1159,644.1967213114754,1320
400,20,3,127,456,0.17215815485996705,1154,646.0077989601386,1300
400,20,4,255,42,0.08352941176470588,1072,718.5839552238806,1220
400,20,4,255,123,0.09922822491730982,1048,731.4675572519084,1280
400,20,4,255,456,0.06720741599073002,1064,724.3778195488721,1240
400,20,5,511,42,0.04697986577181208,940,850.695744680851,1240
400,20,5,511,123,0.06754530477759473,952,855.5504201680673,1200
400,20,5,511,456,0.03133903133903134,872,926.276376146789,1420
400,30,0,15,42,0.8061877667140825,1216,503.8980263157895,1890
400,30,0,15,123,0.8063789868667918,1179,493.13825275657337,1800
400,30,0,15,456,0.8075628905624098,1167,502.36589545844043,2070
400,30,1,31,42,0.6716549295774648,1252,664.7923322683706,1890
400,30,1,31,123,0.6661471321695761,1216,701.561677631579,1830
400,30,1,31,456,0.6653495440729483,1186,692.5733558178753,1860
400,30,2,63,42,0.4744525547445255,1185,819.0767932489451,1740
400,30,2,63,123,0.45463917525773195,1221,798.1474201474201,1800
400,30,2,63,456,0.4422657952069717,1198,843.5058430717863,1740
400,30,3,127,42,0.25,1124,984.9635231316726,1800
400,30,3,127,123,0.2589928057553957,1158,962.6502590673575,1890
400,30,3,127,456,0.24324324324324326,1179,957.5131467345208,2070
400,30,4,255,42,0.16223908918406071,1067,1085.4339268978445,1890
400,30,4,255,123,0.1417910447761194,1086,1047.9594843462246,1950
400,30,4,255,456,0.10674157303370786,1078,1073.5324675324675,1980
400,30,5,511,42,0.06321839080459771,1016,1128.3818897637796,1770
400,30,5,511,123,0.07692307692307693,949,1246.2349841938883,2100
400,30,5,511,456,0.0625,979,1149.5495403472933,1950
400,50,0,15,42,0.9023869984763839,1191,529.0125944584383,2900
400,50,0,15,123,0.902603074772886,1131,509.8894783377542,3350
400,50,0,15,456,0.900794459156651,1117,527.9811996418979,2950
400,50,1,31,42,0.8231221876081689,1217,731.4338537387017,2950
400,50,1,31,123,0.8193812556869882,1161,797.0602928509905,3450
400,50,1,31,456,0.8208355182660374,1137,804.5919085312225,3000
400,50,2,63,42,0.6202064896755162,1228,1142.564332247557,2900
400,50,2,63,123,0.6207598371777476,1191,1266.6280436607892,3150
400,50,2,63,456,0.6291925465838509,1182,1183.7047377326564,3350
400,50,3,127,42,0.3504059962523423,1170,1449.1529914529915,3050
400,50,3,127,123,0.37715179968701096,1169,1523.235243798118,3450
400,50,3,127,456,0.39233675121424716,1137,1534.1380826737027,3300
400,50,4,255,42,0.20649458784346378,1158,1592.646804835924,3050
400,50,4,255,123,0.19581589958158996,1102,1706.114337568058,3050
400,50,4,255,456,0.21299638989169675,1125,1651.5164444444445,3500
400,50,5,511,42,0.10484780157835401,1032,1861.4602713178294,3050
400,50,5,511,123,0.0988095238095238,1025,1790.979512195122,2850
400,50,5,511,456,0.12180746561886051,1019,1882.54857703631,3400
500,10,0,15,42,0.43775100401606426,1249,293.8254603682946,510
500,10,0,15,123,0.45472249269717624,1277,287.46515270164446,510
500,10,0,15,456,0.43952802359882004,1276,288.87852664576803,520
500,10,1,31,42,0.30013927576601673,1203,305.48877805486285,480
500,10,1,31,123,0.2903225806451613,1288,298.53649068322983,540
500,10,1,31,456,0.3066180935033394,1226,300.6166394779772,550
500,10,2,63,42,0.17493237150586113,1208,296.47350993377484,470
500,10,2,63,123,0.18001722652885443,1172,293.6399317406143,490
500,10,2,63,456,0.17246835443037975,1161,322.015503875969,540
500,10,3,127,42,0.09465020576131687,1083,332.9095106186519,540
500,10,3,127,123,0.1143827859569649,1113,332.392632524708,470
500,10,3,127,456,0.09111111111111111,1121,323.4005352363961,490
500,10,4,255,42,0.05714285714285714,974,365.8100616016427,490
500,10,4,255,123,0.0398936170212766,987,372.60688956433637,550
500,10,4,255,456,0.04935064935064935,949,379.7186512118019,560
500,10,5,511,42,0.00954653937947494,832,459.42427884615387,520
500,10,5,511,123,0.042826552462526764,844,462.9123222748815,540
500,10,5,511,456,0.02810304449648712,852,435.7734741784038,520
500,20,0,15,42,0.6649231775089899,1269,478.85185185185185,920
500,20,0,15,123,0.6648921266461194,1244,469.35691318327974,1080
500,20,0,15,456,0.6760786802030457,1199,470.91492910758967,940
500,20,1,31,42,0.5261756876663709,1242,527.9871175523349,980
500,20,1,31,123,0.5067715159458279,1222,535.1677577741408,1020
500,20,1,31,456,0.5079764903442485,1193,547.7166806370494,1060
500,20,2,63,42,0.3403141361256545,1186,619.9139966273187,1080
500,20,2,63,123,0.3337110481586402,1185,600.4590717299578,1120
500,20,2,63,456,0.3264340626848019,1137,616.2744063324539,1080
500,20,3,127,42,0.18253343823760818,1145,639.5484716157205,1060
500,20,3,127,123,0.1875,1151,641.133796698523,900
500,20,3,127,456,0.17769516728624535,1125,640.6257777777778,1140
500,20,4,255,42,0.11334745762711865,1063,704.6942615239888,1040
500,20,4,255,123,0.10245901639344263,1063,699.7949200376294,1080
500,20,4,255,456,0.07918552036199095,1071,683.1904761904761,1020
500,20,5,511,42,0.05229793977812995,935,816.3486631016043,1020
500,20,5,511,123,0.04496124031007752,905,861.0530386740331,1040
500,20,5,511,456,0.04107424960505529,913,831.9934282584885,1020
500,30,0,15,42,0.7833787465940054,1229,528.1903986981285,1530
500,30,0,15,123,0.7856869498660544,1152,545.2413194444445,1560
500,30,0,15,456,0.7846362229102167,1186,537.597807757167,1530
500,30,1,31,42,0.6460176991150443,1271,663.7301337529505,1620
500,30,1,31,123,0.6506481188744863,1180,682.8398305084746,1500
500,30,1,31,456,0.6459798226841944,1207,694.2361226180614,1560
500,30,2,63,42,0.46949327817993797,1199,819.3986655546289,1410
500,30,2,63,123,0.4597530864197531,1197,845.3483709273183,1500
500,30,2,63,456,0.4861111111111111,1177,815.9728122344944,1470
500,30,3,127,42,0.225,1162,956.7314974182444,1440
500,30,3,127,123,0.2718299164768413,1165,920.5682403433476,1410
500,30,3,127,456,0.25115359261700726,1168,951.9563356164383,1680
500,30,4,255,42,0.12968591691995948,1071,1086.4612511671335,1440
500,30,4,255,123,0.142263759086189,1064,1037.078007518797,1380
500,30,4,255,456,0.12940140845070422,1079,1083.9397590361446,1650
500,30,5,511,42,0.08631319358816276,978,1167.183026584867,1590
500,30,5,511,123,0.05121293800539083,991,1164.3118062563067,1440
500,30,5,511,456,0.07682926829268293,984,1154.020325203252,1590
500,50,0,15,42,0.8872674956325146,1173,544.3972719522592,2600
500,50,0,15,123,0.8901175532974697,1143,545.4610673665792,2650
500,50,0,15,456,0.8874625588361147,1151,543.6854908774978,2500
500,50,1,31,42,0.8048686984857197,1179,829.8473282442748,2350
500,50,1,31,123,0.8035032951786334,1163,843.1900257953569,2600
500,50,1,31,456,0.8058666666666666,1223,821.8282910874898,2500
500,50,2,63,42,0.6451400329489292,1160,1107.2905172413793,2450
500,50,2,63,123,0.6274959083469722,1184,1181.7305743243244,2600
500,50,2,63,456,0.6282771535580525,1178,1143.6689303904923,2700
500,50,3,127,42,0.3691460055096419,1155,1506.9774891774891,2650
500,50,3,127,123,0.392204628501827,1171,1467.5798462852263,2350
500,50,3,127,456,0.367624810892587,1155,1538.3021645021645,2900
500,50,4,255,42,0.20527156549520767,1110,1635.2153153153154,2500
500,50,4,255,123,0.2014218009478673,1107,1603.958446251129,2550
500,50,4,255,456,0.21356196414653156,1128,1677.6374113475176,2550
500,50,5,511,42,0.13353720693170235,1059,1735.7563739376772,2550
500,50,5,511,123,0.09969788519637462,1006,1893.2673956262424,2650
500,50,5,511,456,0.12677388836329234,998,1985.6973947895792,2800
700,10,0,15,42,0.4126315789473684,1262,289.67908082408877,370
700,10,0,15,123,0.4144341170038272,1265,289.20711462450595,350
700,10,0,15,456,0.4275618374558304,1256,291.36544585987264,380
700,10,1,31,42,0.2690935046395432,1195,323.18326359832633,350
700,10,1,31,123,0.29180771834800273,1259,300.37251787132647,360
700,10,1,31,456,0.26797829036635007,1220,302.4918032786885,370
700,10,2,63,42,0.1643612693246542,1178,310.26570458404075,380
700,10,2,63,123,0.1907790143084261,1167,314.3084832904884,380
700,10,2,63,456,0.150231124807396,1166,316.9639794168096,410
700,10,3,127,42,0.07478632478632478,1078,344.31168831168833,380
700,10,3,127,123,0.10542476970317298,1062,327.36346516007535,380
700,10,3,127,456,0.09136546184738956,1051,348.5014272121789,400
700,10,4,255,42,0.030513176144244106,986,344.9188640973631,390
700,10,4,255,123,0.048846675712347354,954,369.5377358490566,390
700,10,4,255,456,0.037940379403794036,968,356.24793388429754,380
700,10,5,511,42,0.01909307875894988,872,415.7844036697248,350
700,10,5,511,123,0.03368421052631579,859,416.32828870779974,360
700,10,5,511,456,0.028925619834710745,841,426.794292508918,380
700,20,0,15,42,0.6415034744156665,1252,486.78194888178916,740
700,20,0,15,123,0.6538876889848813,1223,480.3205233033524,840
700,20,0,15,456,0.6496894409937888,1235,476.65587044534414,740
700,20,1,31,42,0.48816705336426913,1241,559.5793714746172,720
700,20,1,31,123,0.485947416137806,1215,541.3440329218107,759
700,20,1,31,456,0.49820071971211516,1203,586.8786367414797,820
700,20,2,63,42,0.30904522613065327,1215,577.1094650205762,740
700,20,2,63,123,0.33103015075376885,1168,592.4743150684932,720
700,20,2,63,456,0.3140543666859456,1191,608.7674223341729,800
700,20,3,127,42,0.1925754060324826,1158,618.4300518134716,760
700,20,3,127,123,0.21416382252559726,1160,597.4586206896552,680
700,20,3,127,456,0.20344053851907254,1162,643.763339070568,780
700,20,4,255,42,0.1111111111111111,1089,671.821854912764,700
700,20,4,255,123,0.1337958374628345,1046,671.1720841300191,760
700,20,4,255,456,0.11630321910695743,1069,652.7726847521047,740
700,20,5,511,42,0.045060658578856154,942,783.9108280254777,640
700,20,5,511,123,0.06499261447562776,918,808.6677559912854,720
700,20,5,511,456,0.045779685264663805,901,790.0732519422863,760
700,30,0,15,42,0.7572091147408752,1201,552.6494587843464,1200
700,30,0,15,123,0.7612345679012346,1168,586.2097602739726,960
700,30,0,15,456,0.752035065748278,1196,563.0284280936455,1170
700,30,1,31,42,0.6226588885477433,1248,713.2411858974359,1200
700,30,1,31,123,0.6173323823109843,1141,746.4180543382997,1050
700,30,1,31,456,0.6256617876051075,1201,706.7601998334721,1170
700,30,2,63,42,0.4623272403031654,1221,816.3456183456184,1200
700,30,2,63,123,0.4452054794520548,1185,830.2751054852321,1140
700,30,2,63,456,0.45813282001924927,1204,800.2466777408638,1110
700,30,3,127,42,0.29375,1147,929.5518744551002,1170
700,30,3,127,123,0.2905405405405405,1167,885.8491859468724,1200
700,30,3,127,456,0.26948480845442535,1140,955.8885964912281,1140
700,30,4,255,42,0.13924050632911392,1105,952.0488687782805,1050
700,30,4,255,123,0.14273127753303966,1052,1051.5247148288972,1140
700,30,4,255,456,0.11734693877551021,1088,1013.2481617647059,1200
700,30,5,511,42,0.08176943699731903,988,1100.8036437246963,1020
700,30,5,511,123,0.07190265486725664,963,1140.8463136033229,1230
700,30,5,511,456,0.04596412556053812,967,1150.4146845915202,1260
700,50,0,15,42,0.8597608526124253,1159,637.1328731665228,1800
700,50,0,15,123,0.8635576447303315,1154,624.0580589254766,1900
700,50,0,15,456,0.8646188850967008,1144,605.4003496503497,1800
700,50,1,31,42,0.7764277035236938,1202,837.6697171381031,1800
700,50,1,31,123,0.7791190173655231,1183,958.7083685545224,1750
700,50,1,31,456,0.7857142857142857,1130,855.1964601769912,1950
700,50,2,63,42,0.6147286821705427,1184,1174.1824324324325,1600
700,50,2,63,123,0.6263121063680895,1148,1173.01393728223,1750
700,50,2,63,456,0.6131949095780308,1160,1189.5913793103448,1850
700,50,3,127,42,0.385437541750167,1199,1402.9407839866556,1550
700,50,3,127,123,0.4206303724928367,1192,1404.1325503355704,1700
700,50,3,127,456,0.4059701492537313,1148,1485.8658536585365,2000
700,50,4,255,42,0.22597597597597596,1109,1610.4472497745717,1850
700,50,4,255,123,0.19227857683573052,1117,1640.7887197851387,1900
700,50,4,255,456,0.22841225626740946,1124,1606.1281138790036,2000
700,50,5,511,42,0.09693372898120672,1073,1754.7101584342963,1900
700,50,5,511,123,0.12061855670103093,1053,1682.019943019943,1800
700,50,5,511,456,0.12716763005780346,1049,1807.9189704480457,1900
