episode,group,run,obss_duration,throughput,avg_option_duration,reward,avg_loss,epsilon,npca_ratio,throughput_weight,latency_penalty,npca_switch_bonus,npca_switch_cost,qos_priority
0,latency_sensitive,1,20-200,10011,456.5238095238095,3452.3,0.0,0.9,0.40476190476190477,,,,,
1,latency_sensitive,1,20-200,10884,356.1,1776.8500000000001,0.0,0.8650393134866119,0.3333333333333333,,,,,
2,latency_sensitive,1,20-200,9379,523.9459459459459,2139.7000000000003,0.0,0.8409512614395249,0.35135135135135137,,,,,
3,latency_sensitive,1,20-200,9982,416.6923076923077,2117.45,0.0011741894219691555,0.8122208548735002,0.5128205128205128,,,,,
4,latency_sensitive,1,20-200,10738,533.6086956521739,2140.35,0.0008996732455367843,0.7830664477007387,0.5217391304347826,,,,,
5,latency_sensitive,1,20-200,10100,401.4,3021.2,0.00072901276871562,0.7663983374508769,0.425,,,,,
6,latency_sensitive,1,20-200,10226,442.5405405405405,1873.2999999999997,0.0006097677008559307,0.7383079568490849,0.24324324324324326,,,,,
7,latency_sensitive,1,20-200,10056,393.77358490566036,3056.4999999999995,0.00041581383751084405,0.7133059517863292,0.6037735849056604,,,,,
8,latency_sensitive,1,20-200,11484,418.6296296296296,1636.85,0.00029177378746680915,0.6790661068347015,0.48148148148148145,,,,,
9,latency_sensitive,1,20-200,9173,441.1,3501.25,0.00021945567277725786,0.6623085667495062,0.34,,,,,
10,latency_sensitive,1,20-200,11726,363.9642857142857,1460.4499999999998,0.0002068143367068842,0.6324459255659898,0.5357142857142857,,,,,
11,latency_sensitive,1,20-200,9544,468.0487804878049,3371.5,0.000191573397993731,0.6163636423111535,0.5121951219512195,,,,,
12,latency_sensitive,1,20-200,10545,486.1818181818182,2447.8,0.00022229106980375946,0.5936123220335808,0.36363636363636365,,,,,
13,latency_sensitive,1,20-200,10121,382.3,3274.25,0.00019773148718134811,0.5759658830352198,0.46,,,,,
14,latency_sensitive,1,20-200,9674,370.9791666666667,2692.65,0.00021129584638401866,0.5503142242266019,0.5,,,,,
15,latency_sensitive,1,20-200,10171,423.44444444444446,3303.2500000000005,0.0002239180369845902,0.526866391265845,0.5555555555555556,,,,,
16,latency_sensitive,1,20-200,10202,446.2857142857143,2505.8,0.00020032286799202362,0.5058830692209856,0.47619047619047616,,,,,
17,latency_sensitive,1,20-200,11331,358.7317073170732,3006.6,0.0002170915783305342,0.4871324985506371,0.6341463414634146,,,,,
18,latency_sensitive,1,20-200,10169,431.06666666666666,3530.1000000000004,0.00019349352805875242,0.46957250575576553,0.5111111111111111,,,,,
19,latency_sensitive,1,20-200,10240,426.1578947368421,2824.3,0.00018051659086874375,0.4511102589489157,0.5526315789473685,,,,,
20,latency_sensitive,1,20-200,10777,548.25,2121.8,0.00019615965235667923,0.43615403701434113,0.4375,,,,,
21,latency_sensitive,1,20-200,9492,455.66,3440.85,0.00017037409998010844,0.42399272654484355,0.66,,,,,
22,latency_sensitive,1,20-200,9814,480.42424242424244,2507.2999999999997,0.0001894995317949603,0.4057528860387044,0.45454545454545453,,,,,
23,latency_sensitive,1,20-200,9458,525.304347826087,3388.7999999999997,0.00018932333720537523,0.3942046349275291,0.4782608695652174,,,,,
24,latency_sensitive,1,20-200,11453,410.2,1636.25,0.00018641617983424416,0.378729869936326,0.36,,,,,
25,latency_sensitive,1,20-200,9096,435.05555555555554,3501.35,0.00018367579711290696,0.37061350052868336,0.46296296296296297,,,,,
26,latency_sensitive,1,20-200,11352,387.46666666666664,3887.2,0.00017823530652094632,0.35375952417880596,0.4888888888888889,,,,,
27,latency_sensitive,1,20-200,10143,456.0487804878049,2818.1,0.0001734629574154193,0.340393340197759,0.5365853658536586,,,,,
28,latency_sensitive,1,20-200,10500,439.6279069767442,3598.8,0.00019293300283607095,0.32872798706465023,0.4418604651162791,,,,,
29,latency_sensitive,1,20-200,10232,494.7435897435897,2829.25,0.00017510428248594204,0.3169967135396845,0.3333333333333333,,,,,
30,latency_sensitive,1,20-200,10265,396.3333333333333,3959.3499999999995,0.00017782473878469318,0.3067842785865409,0.45098039215686275,,,,,
31,latency_sensitive,1,20-200,10657,486.2142857142857,1703.3000000000002,0.0001687190233496949,0.2940166228688464,0.4642857142857143,,,,,
32,latency_sensitive,1,20-200,10132,442.0,3568.0,0.00018166002701036632,0.28727892538379335,0.46,,,,,
33,latency_sensitive,1,20-200,9217,420.6041666666667,3255.55,0.0001635733739628146,0.2757066956389736,0.5833333333333334,,,,,
34,latency_sensitive,1,20-200,11445,362.4,1500.0,0.00017409791083385548,0.26512867758312464,0.6,,,,,
35,latency_sensitive,1,20-200,10772,427.38461538461536,2847.6000000000004,0.00017598020106864473,0.25981713160836883,0.5641025641025641,,,,,
36,latency_sensitive,1,20-200,10659,351.10869565217394,2811.45,0.00016297209852685532,0.2517917751154053,0.5217391304347826,,,,,
