episode,method,run,obss_duration,throughput,avg_option_duration,reward,avg_loss,epsilon,npca_ratio,throughput_weight,latency_penalty,npca_switch_bonus,npca_switch_cost,qos_priority
0,Fixed DRL,0,100,18697,596.1818181818181,706.1,0.0,0.9,0.45454545454545453,,,,,
1,Fixed DRL,0,100,16547,711.1666666666666,719.3,0.0,0.8907012369590634,0.3333333333333333,,,,,
2,Fixed DRL,0,100,17463,624.95,1130.0499999999997,0.0,0.8806731112072855,0.3,,,,,
3,Fixed DRL,0,100,17862,0.0,0.0,0.0,0.8642246815569761,0.0,,,,,
4,Fixed DRL,0,100,16562,935.1,593.4499999999999,0.0,0.8642246815569761,0.3,,,,,
5,Fixed DRL,0,100,18058,0.0,0.0,0.0,0.8561230106099534,0.0,,,,,
6,Fixed DRL,0,100,16566,0.0,0.0,0.0,0.8561230106099534,0.0,,,,,
7,Fixed DRL,0,100,16645,634.1904761904761,1361.1000000000001,0.0,0.8561230106099534,0.47619047619047616,,,,,
8,Fixed DRL,0,100,16221,719.9230769230769,967.05,0.0,0.8393709397650941,0.5384615384615384,,,,,
9,Fixed DRL,0,100,17110,0.0,0.0,0.0,0.8291755312881794,0.0,,,,,
10,Fixed DRL,0,100,16833,353.3636363636364,130.64999999999998,0.0,0.8291755312881794,0.36363636363636365,,,,,
11,Fixed DRL,0,100,17921,461.3636363636364,783.2499999999999,0.0,0.8206515681908328,0.36363636363636365,,,,,
12,Fixed DRL,0,100,15997,652.9090909090909,546.9000000000001,0.0,0.8122208548735002,0.45454545454545453,,,,,
13,Fixed DRL,0,100,17667,566.3,608.85,0.009667444663743177,0.8038823712095838,0.5,,,,,
14,Fixed DRL,0,100,16941,523.0,119.69999999999999,0.008417188189923763,0.7963811162824771,0.5,,,,,
15,Fixed DRL,0,100,16190,733.4166666666666,598.9499999999999,0.007738858927041292,0.7948898458174672,0.5,,,,,
16,Fixed DRL,0,100,14627,640.475,3133.0499999999997,0.0063978987745940685,0.7860045858503243,0.35,,,,,
17,Fixed DRL,0,100,16012,701.775,2874.4500000000003,0.005957582965493202,0.757145433252671,0.375,,,,,
18,Fixed DRL,0,100,16576,596.9545454545455,1260.35,0.004977493391682704,0.7294178642139604,0.2727272727272727,,,,,
19,Fixed DRL,0,100,17740,0.0,0.0,0.004707997354368369,0.7146338911866557,0.0,,,,,
20,Fixed DRL,0,100,17606,683.2307692307693,954.9,0.004515998996794224,0.7146338911866557,0.5384615384615384,,,,,
21,Fixed DRL,0,100,17496,343.7,544.15,0.004205435204009215,0.7060495695871479,0.5,,,,,
22,Fixed DRL,0,100,16596,719.5454545454545,1414.5,0.004046805823842685,0.6995217673009692,0.2727272727272727,,,,,
23,Fixed DRL,0,100,17717,0.0,0.0,0.003853786659116546,0.6853883263153774,0.0,,,,,
24,Fixed DRL,0,100,15438,554.9512195121952,2678.3500000000004,0.003853211489816507,0.6853883263153774,0.24390243902439024,,,,,
25,Fixed DRL,0,100,16685,683.8461538461538,2466.5,0.003619871955985824,0.6598642244262768,0.4358974358974359,,,,,
26,Fixed DRL,0,100,17087,613.0,54.349999999999994,0.003731642539302508,0.6365373503249707,0.0,,,,,
27,Fixed DRL,0,100,17277,533.4545454545455,376.6,0.0035282959385464587,0.635951106145589,0.2727272727272727,,,,,
28,Fixed DRL,0,100,16198,689.1428571428571,1714.3999999999999,0.00344982937288781,0.629540964393092,0.2857142857142857,,,,,
