episode,method,run,obss_duration,throughput,avg_option_duration,reward,avg_loss,epsilon,npca_ratio,throughput_weight,latency_penalty,npca_switch_bonus,npca_switch_cost,qos_priority
0,LLM-DRL,0,100,15569,621.2592592592592,3599.6,0.0,0.9,0.46296296296296297,,,,,
1,LLM-DRL,0,100,17396,366.9,711.1,0.0,0.8553172905265286,0.45,,,,,
2,LLM-DRL,0,100,15396,623.9487179487179,2082.2999999999997,0.0,0.8393709397650941,0.5128205128205128,,,,,
3,LLM-DRL,0,100,16697,0.0,0.0,0.0,0.8091780610986132,0.0,,,,,
4,LLM-DRL,0,100,19319,1808.0,-80.4,0.0,0.8091780610986132,0.0,,,,,
5,LLM-DRL,0,100,17899,680.0,-23.0,0.0,0.808419262500047,0.0,,,,,
6,LLM-DRL,0,100,16632,661.3666666666667,2578.9500000000003,0.0010642949491739273,0.8076612223208066,0.6,,,,,
7,LLM-DRL,0,100,15009,802.3461538461538,1563.95,0.0008896154661973318,0.7852689491441301,0.6923076923076923,,,,,
8,LLM-DRL,0,100,18411,589.9090909090909,755.5500000000001,0.0006385657276647786,0.7663983374508769,0.36363636363636365,,,,,
9,LLM-DRL,0,100,16069,738.3333333333334,-9.750000000000007,0.00048018731952955324,0.758561139353375,1.0,,,,,
10,LLM-DRL,0,100,18144,664.6,867.7,0.00034316959014783305,0.7564386412743068,0.4,,,,,
11,LLM-DRL,0,100,17572,0.0,0.0,0.0002701285508616517,0.7494094593476157,0.0,,,,,
12,LLM-DRL,0,100,17217,799.0,806.5500000000001,0.00018902910718073448,0.7494094593476157,0.6363636363636364,,,,,
13,LLM-DRL,0,100,18322,721.4,780.3,0.00013461777901587388,0.7417581148404826,0.5,,,,,
14,LLM-DRL,0,100,17610,609.5454545454545,865.75,0.00011289000394754112,0.7348750065924577,0.45454545454545453,,,,,
15,LLM-DRL,0,100,16163,440.6818181818182,1240.25,9.940460101158048e-05,0.7273826649466187,0.4090909090909091,,,,,
16,LLM-DRL,0,100,17030,473.75,1670.2500000000002,9.507498907623813e-05,0.7126429773769953,0.55,,,,,
17,LLM-DRL,0,100,16221,587.5,1193.75,0.0001162781967044187,0.6995217673009692,0.5,,,,,
18,LLM-DRL,0,100,18129,619.0,1038.55,0.00011219506025857602,0.6853883263153774,0.36363636363636365,,,,,
19,LLM-DRL,0,100,17019,588.5,518.75,0.00010339087505902474,0.6784373551561022,0.7,,,,,
20,LLM-DRL,0,100,17553,445.3,419.3500000000001,0.00010630008425020303,0.6721842989940657,0.4,,,,,
21,LLM-DRL,0,100,16610,100.0,77.0,0.00011191905408243959,0.6659934617804175,1.0,,,,,
22,LLM-DRL,0,100,17497,0.0,0.0,0.00010742512677097693,0.665377776212728,0.0,,,,,
23,LLM-DRL,0,100,17030,0.0,0.0,0.00011061230179620907,0.665377776212728,0.0,,,,,
24,LLM-DRL,0,100,18132,327.45,1601.55,0.00010259502111390854,0.665377776212728,0.55,,,,,
25,LLM-DRL,0,100,15785,584.2333333333333,1842.6499999999999,0.00010624042867372434,0.6531924798261775,0.43333333333333335,,,,,
26,LLM-DRL,0,100,17274,598.0625,1708.1000000000001,9.322006614335503e-05,0.6353654479173624,0.40625,,,,,
27,LLM-DRL,0,100,16034,622.8888888888889,2019.1,0.00011262613649402435,0.6169302892297033,0.3333333333333333,,,,,
28,LLM-DRL,0,100,16590,608.7894736842105,2048.2999999999997,9.28224908420816e-05,0.6018279701823753,0.4473684210526316,,,,,
29,LLM-DRL,0,100,17013,0.0,0.0,9.702102882632364e-05,0.5812519280402957,0.0,,,,,
30,LLM-DRL,0,100,17181,595.1,677.4499999999999,9.754511847859249e-05,0.5812519280402957,0.3,,,,,
