episode,method,run,obss_duration,throughput,avg_option_duration,reward,avg_loss,epsilon,npca_ratio,throughput_weight,latency_penalty,npca_switch_bonus,npca_switch_cost,qos_priority
0,Fixed DRL,1,100,15988,774.3,1017.6999999999999,0.0,0.9,0.45,,,,,
1,Fixed DRL,1,100,19106,436.0,733.8000000000001,0.0,0.883168872310742,0.3333333333333333,,,,,
2,Fixed DRL,1,100,15835,642.0,811.0,0.0,0.8757039947966141,0.5,,,,,
3,Fixed DRL,1,100,16891,740.8095238095239,1622.1500000000003,0.0,0.8674881027744118,0.6666666666666666,,,,,
4,Fixed DRL,1,100,16842,473.3,532.3499999999999,0.0,0.8504998535466114,0.4,,,,,
5,Fixed DRL,1,100,16668,641.4444444444445,643.35,0.0,0.842534746920056,0.4444444444444444,,,,,
6,Fixed DRL,1,100,16677,577.6,2662.7999999999997,0.0,0.8354339357783238,0.425,,,,,
7,Fixed DRL,1,100,16905,965.0,26.75,0.0,0.8046366306476576,1.0,,,,,
8,Fixed DRL,1,100,16218,780.2,672.8999999999999,0.00026705571023436886,0.8038823712095838,0.3,,,,,
9,Fixed DRL,1,100,17096,512.1,698.9499999999999,0.00018829048591821143,0.7963811162824771,0.7,,,,,
10,Fixed DRL,1,100,17721,732.5,74.75,0.00011599546026748915,0.788954500088985,0.5,,,,,
11,Fixed DRL,1,100,17743,802.1,740.95,6.6525892179925e-05,0.787478068013027,0.5,,,,,
12,Fixed DRL,1,100,16346,487.0,62.65,8.621387557165387e-05,0.780140038629955,1.0,,,,,
13,Fixed DRL,1,100,19529,291.8,510.09999999999997,7.517863317237546e-05,0.7794102635396848,0.6,,,,,
14,Fixed DRL,1,100,16265,573.8461538461538,634.0,8.326867585613702e-05,0.7721525101524017,0.5384615384615384,,,,,
15,Fixed DRL,1,100,16704,1020.0,18.0,7.860197608048718e-05,0.762825285836513,0.5,,,,,
16,Fixed DRL,1,100,16900,0.0,0.0,7.631340849911794e-05,0.7614010599654529,0.0,,,,,
17,Fixed DRL,1,100,17270,0.0,0.0,6.924666862081115e-05,0.7614010599654529,0.0,,,,,
18,Fixed DRL,1,100,17715,860.0,-19.0,6.746280996594578e-05,0.7614010599654529,0.0,,,,,
19,Fixed DRL,1,100,17297,704.3157894736842,936.8999999999999,7.80603271171761e-05,0.7606900144874802,0.42105263157894735,,,,,
20,Fixed DRL,1,100,18486,970.0,139.0,6.326670821484488e-05,0.7473143751671564,0.0,,,,,
21,Fixed DRL,1,100,17697,514.6153846153846,829.4999999999999,6.901796829576294e-05,0.7459211401162845,0.38461538461538464,,,,,
22,Fixed DRL,1,100,18183,588.0,652.0,5.400106844414646e-05,0.7369327166340152,0.8,,,,,
23,Fixed DRL,1,100,16543,842.7,1340.3,6.497823293708886e-05,0.730097621900371,0.3,,,,,
24,Fixed DRL,1,100,15136,643.1818181818181,1645.5,6.182802098919638e-05,0.716630786705823,0.5,,,,,
25,Fixed DRL,1,100,17130,655.7777777777778,717.9,5.9636646862297006e-05,0.7021250574794774,0.5555555555555556,,,,,
26,Fixed DRL,1,100,17523,749.5,732.25,5.7748865704828255e-05,0.6962822639717497,0.6,,,,,
27,Fixed DRL,1,100,16519,480.5,905.7500000000001,5.9139017442551754e-05,0.6898516480002669,0.5,,,,,
28,Fixed DRL,1,100,15948,501.5,1568.5,5.63906445070946e-05,0.6834850177267954,0.35,,,,,
29,Fixed DRL,1,100,14811,695.4166666666666,3253.9999999999995,5.813721024120847e-05,0.6709411739355112,0.3958333333333333,,,,,
30,Fixed DRL,1,100,17401,2110.0,-72.5,5.886369884440986e-05,0.6418400126655054,0.0,,,,,
31,Fixed DRL,1,100,16309,683.5,1432.8,5.342973478642913e-05,0.6412484684742309,0.5833333333333334,,,,,
32,Fixed DRL,1,100,15378,654.918918918919,2341.4,5.999125278322026e-05,0.6272274306876413,0.4864864864864865,,,,,
33,Fixed DRL,1,100,19867,100.0,28.0,4.807272125617601e-05,0.6062602996225298,1.0,,,,,
34,Fixed DRL,1,100,16153,0.0,0.0,5.505278992738264e-05,0.6057043173603702,0.0,,,,,
35,Fixed DRL,1,100,16515,574.3846153846154,655.65,4.90253393460686e-05,0.6057043173603702,0.5384615384615384,,,,,
36,Fixed DRL,1,100,16302,247.38095238095238,914.25,6.003711071874326e-05,0.5985269154287004,0.6190476190476191,,,,,
37,Fixed DRL,1,100,15356,403.09090909090907,401.29999999999995,5.0785337710597865e-05,0.5871279581645715,0.45454545454545453,,,,,
38,Fixed DRL,1,100,15501,573.9,468.05,4.8377877343834065e-05,0.5812519280402957,0.4,,,,,
39,Fixed DRL,1,100,17097,715.1,895.4499999999998,5.500206558887536e-05,0.5759658830352198,0.6,,,,,
40,Fixed DRL,1,100,16768,606.4761904761905,1397.1999999999998,5.010227202243792e-05,0.5707324350567538,0.38095238095238093,,,,,
41,Fixed DRL,1,100,16526,751.2,764.4,4.627601083484478e-05,0.5599110758740077,0.6,,,,,
42,Fixed DRL,1,100,18259,0.0,0.0,4.798354833231618e-05,0.5548373758959207,0.0,,,,,
43,Fixed DRL,1,100,16791,310.0,39.5,5.454245062234501e-05,0.5548373758959207,1.0,,,,,
44,Fixed DRL,1,100,17959,1511.0,12.450000000000003,4.2039386850471296e-05,0.5543327908545942,0.0,,,,,
45,Fixed DRL,1,100,17258,709.7,782.15,4.485567357429924e-05,0.5538287101461007,0.6,,,,,
46,Fixed DRL,1,100,15397,482.1388888888889,2133.15,4.311282464186661e-05,0.5488155307182047,0.6111111111111112,,,,,
47,Fixed DRL,1,100,17910,693.1052631578947,1593.5500000000002,4.646886372938752e-05,0.5311775599459487,0.3684210526315789,,,,,
48,Fixed DRL,1,100,16712,0.0,0.0,4.609731816647885e-05,0.5221214913933155,0.0,,,,,
49,Fixed DRL,1,100,17316,741.0,304.35,4.7385377304938935e-05,0.5221214913933155,0.6153846153846154,,,,,
50,Fixed DRL,1,100,15690,803.4444444444445,436.9,4.42739243832572e-05,0.516023633956459,0.5555555555555556,,,,,
51,Fixed DRL,1,100,14766,730.060606060606,1646.3999999999999,4.447955628468966e-05,0.5077102534300426,0.6666666666666666,,,,,
52,Fixed DRL,1,100,18114,582.2307692307693,945.55,3.660288954658123e-05,0.49285231931283424,0.5384615384615384,,,,,
53,Fixed DRL,1,100,15822,576.85,943.1500000000001,4.832622653339058e-05,0.4871324985506371,0.45,,,,,
54,Fixed DRL,1,100,16256,540.3548387096774,1976.45,4.251703042731e-05,0.4784766951386017,0.41935483870967744,,,,,
55,Fixed DRL,1,100,17562,0.0,0.0,3.772274430957623e-05,0.46539768956921757,0.0,,,,,
56,Fixed DRL,1,100,17872,555.7,573.15,4.2963817880566545e-05,0.46539768956921757,0.7,,,,,
57,Fixed DRL,1,100,18355,367.0,25.65,3.945707794628106e-05,0.46126441349779235,1.0,,,,,
58,Fixed DRL,1,100,18207,426.0,2367.1000000000004,4.6977717526412256e-05,0.46085335464797433,0.5151515151515151,,,,,
59,Fixed DRL,1,100,16092,644.9375,789.0499999999998,4.444501125059711e-05,0.44751646295842284,0.75,,,,,
60,Fixed DRL,1,100,17281,733.7,1357.2999999999997,5.327343630294005e-05,0.44120681136912865,0.55,,,,,
61,Fixed DRL,1,100,17777,584.05,1513.9499999999998,3.820971990838492e-05,0.43346039749258597,0.45,,,,,
62,Fixed DRL,1,100,17611,735.9166666666666,661.4499999999999,4.586841411461743e-05,0.4258673728879139,0.5,,,,,
63,Fixed DRL,1,100,17832,533.1578947368421,1348.4999999999998,4.0407211296648406e-05,0.421383918938275,0.3684210526315789,,,,,
64,Fixed DRL,1,100,18611,0.0,0.0,4.222188605732905e-05,0.41439423673109066,0.0,,,,,
65,Fixed DRL,1,100,16637,464.1764705882353,1837.8999999999996,3.8746835343772545e-05,0.41439423673109066,0.5,,,,,
66,Fixed DRL,1,100,16120,448.6363636363636,1718.5,3.999298860435374e-05,0.4022130856784061,0.5,,,,,
67,Fixed DRL,1,100,18504,0.0,0.0,4.116994023206644e-05,0.3945490117221559,0.0,,,,,
68,Fixed DRL,1,100,18286,0.0,0.0,3.87524554146997e-05,0.3945490117221559,0.0,,,,,
69,Fixed DRL,1,100,17107,582.7142857142857,1778.1499999999999,3.889447179972194e-05,0.3945490117221559,0.5714285714285714,,,,,
70,Fixed DRL,1,100,20215,0.0,0.0,4.017053530939544e-05,0.3873889265020001,0.0,,,,,
71,Fixed DRL,1,100,17373,709.4,631.3000000000001,4.34204594057519e-05,0.3873889265020001,0.7,,,,,
72,Fixed DRL,1,100,16328,724.25,1316.7499999999998,4.375445860205218e-05,0.3840318505921154,0.55,,,,,
73,Fixed DRL,1,100,17554,553.85,577.1499999999999,4.131818423047662e-05,0.3774175767925919,0.35,,,,,
74,Fixed DRL,1,100,15847,749.7,1962.4499999999998,3.948635276174173e-05,0.37093427438941123,0.5333333333333333,,,,,
75,Fixed DRL,1,100,15311,816.0,2324.0,3.7335251060236864e-05,0.36144923314383554,0.5333333333333333,,,,,
76,Fixed DRL,1,100,16272,736.3888888888889,1166.2500000000002,3.6743480450240895e-05,0.3522445172315432,0.6111111111111112,,,,,
77,Fixed DRL,1,100,16855,0.0,0.0,3.825488602160476e-05,0.34685278706876865,0.0,,,,,
78,Fixed DRL,1,100,18133,489.2,844.4,3.626293134099493e-05,0.34685278706876865,0.4,,,,,
79,Fixed DRL,1,100,15688,752.4090909090909,1030.35,3.495043104824921e-05,0.3438990524854116,0.4090909090909091,,,,,
80,Fixed DRL,1,100,16550,401.90909090909093,778.9499999999999,3.8010451438215874e-05,0.33750387818465694,0.5454545454545454,,,,,
