episode,method,run,obss_duration,throughput,avg_option_duration,reward,avg_loss,epsilon,npca_ratio,throughput_weight,latency_penalty,npca_switch_bonus,npca_switch_cost,qos_priority
0,Always NPCA,2,100,17925,491.5,1284.5,0.0,,0.0,,,,,
1,Always NPCA,2,100,17520,400.3235294117647,2108.45,0.0,,0.0,,,,,
2,Always NPCA,2,100,18263,0.0,0.0,0.0,,0.0,,,,,
3,Always NPCA,2,100,16794,458.46153846153845,620.0,0.0,,0.0,,,,,
4,Always NPCA,2,100,18054,603.9,1381.1,0.0,,0.0,,,,,
5,Always NPCA,2,100,16232,694.5,2292.8,0.0,,0.0,,,,,
6,Always NPCA,2,100,16048,672.5454545454545,785.1000000000001,0.0,,0.0,,,,,
7,Always NPCA,2,100,18384,635.75,229.84999999999997,0.0,,0.0,,,,,
8,Always NPCA,2,100,17821,1329.5,72.04999999999998,0.0,,0.0,,,,,
9,Always NPCA,2,100,15741,732.4,556.8,0.0,,0.0,,,,,
10,Always NPCA,2,100,15955,611.15,1464.85,0.0,,0.0,,,,,
11,Always NPCA,2,100,17757,594.6428571428571,1081.75,0.0,,0.0,,,,,
12,Always NPCA,2,100,17930,263.25,456.04999999999995,0.0,,0.0,,,,,
13,Always NPCA,2,100,17897,407.6666666666667,481.55,0.0,,0.0,,,,,
14,Always NPCA,2,100,15386,698.48,1020.8999999999997,0.0,,0.0,,,,,
15,Always NPCA,2,100,18530,769.0,9.549999999999997,0.0,,0.0,,,,,
16,Always NPCA,2,100,17726,313.6666666666667,513.85,0.0,,0.0,,,,,
17,Always NPCA,2,100,16280,473.8,632.1,0.0,,0.0,,,,,
18,Always NPCA,2,100,17821,1012.9090909090909,746.8999999999999,0.0,,0.0,,,,,
19,Always NPCA,2,100,18040,269.0,364.8,0.0,,0.0,,,,,
20,Always NPCA,2,100,16425,0.0,0.0,0.0,,0.0,,,,,
21,Always NPCA,2,100,16960,579.0540540540541,2299.75,0.0,,0.0,,,,,
22,Always NPCA,2,100,15687,1024.9,740.5500000000001,0.0,,0.0,,,,,
23,Always NPCA,2,100,18417,100.0,60.0,0.0,,0.0,,,,,
24,Always NPCA,2,100,16850,414.52777777777777,1668.8500000000001,0.0,,0.0,,,,,
25,Always NPCA,2,100,16576,551.5365853658536,2838.3499999999995,0.0,,0.0,,,,,
26,Always NPCA,2,100,16362,761.5,1616.5,0.0,,0.0,,,,,
27,Always NPCA,2,100,16208,699.1,837.4500000000002,0.0,,0.0,,,,,
28,Always NPCA,2,100,17838,523.4285714285714,1281.3999999999999,0.0,,0.0,,,,,
29,Always NPCA,2,100,16143,692.0909090909091,695.3499999999999,0.0,,0.0,,,,,
30,Always NPCA,2,100,17513,637.25,495.6499999999999,0.0,,0.0,,,,,
31,Always NPCA,2,100,17337,608.78125,2360.9500000000003,0.0,,0.0,,,,,
32,Always NPCA,2,100,17120,454.79411764705884,1237.8500000000001,0.0,,0.0,,,,,
33,Always NPCA,2,100,16996,572.3870967741935,2046.7999999999997,0.0,,0.0,,,,,
34,Always NPCA,2,100,18176,485.1,706.4499999999999,0.0,,0.0,,,,,
35,Always NPCA,2,100,17577,522.6363636363636,604.55,0.0,,0.0,,,,,
