episode,method,run,obss_duration,throughput,avg_option_duration,reward,avg_loss,epsilon,npca_ratio,throughput_weight,latency_penalty,npca_switch_bonus,npca_switch_cost,qos_priority
0,Rule-based,1,100,17101,759.9090909090909,501.05,0.0,,0.0,,,,,
1,Rule-based,1,100,15646,662.90625,2457.3499999999995,0.0,,0.0,,,,,
2,Rule-based,1,100,16167,790.0,1346.0000000000002,0.0,,0.0,,,,,
3,Rule-based,1,100,18172,0.0,0.0,0.0,,0.0,,,,,
4,Rule-based,1,100,15550,734.0,686.0,0.0,,0.0,,,,,
5,Rule-based,1,100,17196,0.0,0.0,0.0,,0.0,,,,,
6,Rule-based,1,100,17569,832.0,776.4,0.0,,0.0,,,,,
7,Rule-based,1,100,17468,0.0,0.0,0.0,,0.0,,,,,
8,Rule-based,1,100,16578,723.3684210526316,1199.8,0.0,,0.0,,,,,
9,Rule-based,1,100,17980,780.9166666666666,726.4499999999998,0.0,,0.0,,,,,
10,Rule-based,1,100,15134,609.7,1562.2999999999997,0.0,,0.0,,,,,
11,Rule-based,1,100,17137,0.0,0.0,0.0,,0.0,,,,,
12,Rule-based,1,100,16998,940.9230769230769,903.3999999999999,0.0,,0.0,,,,,
13,Rule-based,1,100,19300,614.7,583.6500000000001,0.0,,0.0,,,,,
14,Rule-based,1,100,17060,652.1904761904761,1160.1999999999998,0.0,,0.0,,,,,
15,Rule-based,1,100,15939,582.2916666666666,1235.25,0.0,,0.0,,,,,
16,Rule-based,1,100,16482,631.4285714285714,1361.0,0.0,,0.0,,,,,
17,Rule-based,1,100,17307,574.25,814.4499999999999,0.0,,0.0,,,,,
18,Rule-based,1,100,17602,750.9545454545455,1522.95,0.0,,0.0,,,,,
19,Rule-based,1,100,17936,0.0,0.0,0.0,,0.0,,,,,
20,Rule-based,1,100,17782,587.9,710.05,0.0,,0.0,,,,,
21,Rule-based,1,100,16880,0.0,0.0,0.0,,0.0,,,,,
22,Rule-based,1,100,17223,512.0,894.0,0.0,,0.0,,,,,
23,Rule-based,1,100,16462,602.7777777777778,1149.5,0.0,,0.0,,,,,
24,Rule-based,1,100,17053,428.47058823529414,791.8000000000001,0.0,,0.0,,,,,
25,Rule-based,1,100,17088,655.5,1815.9499999999998,0.0,,0.0,,,,,
26,Rule-based,1,100,15732,814.95,1657.05,0.0,,0.0,,,,,
27,Rule-based,1,100,18479,0.0,0.0,0.0,,0.0,,,,,
28,Rule-based,1,100,16945,609.88,1603.6499999999999,0.0,,0.0,,,,,
29,Rule-based,1,100,17496,459.04761904761904,1737.9999999999998,0.0,,0.0,,,,,
30,Rule-based,1,100,16197,597.3214285714286,1169.75,0.0,,0.0,,,,,
31,Rule-based,1,100,17205,571.3,831.3499999999999,0.0,,0.0,,,,,
32,Rule-based,1,100,15776,567.3913043478261,1295.5,0.0,,0.0,,,,,
33,Rule-based,1,100,17356,689.7272727272727,659.65,0.0,,0.0,,,,,
34,Rule-based,1,100,17304,545.0,871.5,0.0,,0.0,,,,,
35,Rule-based,1,100,18551,453.2,865.4000000000001,0.0,,0.0,,,,,
36,Rule-based,1,100,17263,556.4444444444445,921.1999999999999,0.0,,0.0,,,,,
37,Rule-based,1,100,16814,639.5,745.25,0.0,,0.0,,,,,
38,Rule-based,1,100,17639,0.0,0.0,0.0,,0.0,,,,,
39,Rule-based,1,100,16581,601.7272727272727,736.05,0.0,,0.0,,,,,
40,Rule-based,1,100,14467,774.625,1465.4499999999998,0.0,,0.0,,,,,
41,Rule-based,1,100,15656,521.5,1228.9999999999998,0.0,,0.0,,,,,
42,Rule-based,1,100,16594,643.8333333333334,2007.25,0.0,,0.0,,,,,
43,Rule-based,1,100,16955,731.7272727272727,709.55,0.0,,0.0,,,,,
44,Rule-based,1,100,19256,0.0,0.0,0.0,,0.0,,,,,
45,Rule-based,1,100,17271,225.6,89.6,0.0,,0.0,,,,,
46,Rule-based,1,100,16857,582.125,1830.6,0.0,,0.0,,,,,
47,Rule-based,1,100,17207,886.1818181818181,642.6,0.0,,0.0,,,,,
48,Rule-based,1,100,16894,577.6111111111111,2464.3,0.0,,0.0,,,,,
49,Rule-based,1,100,17678,662.7272727272727,520.5,0.0,,0.0,,,,,
50,Rule-based,1,100,17090,720.4,1422.6,0.0,,0.0,,,,,
51,Rule-based,1,100,17248,1041.6363636363637,756.0999999999999,0.0,,0.0,,,,,
52,Rule-based,1,100,17968,615.3,1520.7,0.0,,0.0,,,,,
53,Rule-based,1,100,18038,473.3181818181818,1280.35,0.0,,0.0,,,,,
54,Rule-based,1,100,18013,1122.0,-41.1,0.0,,0.0,,,,,
55,Rule-based,1,100,17370,558.6818181818181,1408.45,0.0,,0.0,,,,,
56,Rule-based,1,100,17001,550.5925925925926,1226.7,0.0,,0.0,,,,,
57,Rule-based,1,100,16801,337.2,1093.3999999999999,0.0,,0.0,,,,,
58,Rule-based,1,100,16738,572.5625,512.9499999999999,0.0,,0.0,,,,,
59,Rule-based,1,100,16802,585.0952380952381,1488.6499999999999,0.0,,0.0,,,,,
60,Rule-based,1,100,16401,572.5454545454545,700.0999999999999,0.0,,0.0,,,,,
61,Rule-based,1,100,15185,803.6111111111111,1064.75,0.0,,0.0,,,,,
62,Rule-based,1,100,18071,682.4,509.79999999999995,0.0,,0.0,,,,,
63,Rule-based,1,100,15837,562.9,1395.1000000000001,0.0,,0.0,,,,,
64,Rule-based,1,100,16736,678.5,779.75,0.0,,0.0,,,,,
65,Rule-based,1,100,17087,613.8125,747.9499999999999,0.0,,0.0,,,,,
66,Rule-based,1,100,16904,468.1111111111111,355.3500000000001,0.0,,0.0,,,,,
67,Rule-based,1,100,16556,859.9,488.05000000000007,0.0,,0.0,,,,,
68,Rule-based,1,100,16520,563.0,496.5,0.0,,0.0,,,,,
69,Rule-based,1,100,16343,539.3157894736842,2683.2999999999997,0.0,,0.0,,,,,
70,Rule-based,1,100,17420,543.5,395.24999999999994,0.0,,0.0,,,,,
71,Rule-based,1,100,16119,423.6363636363636,560.0000000000001,0.0,,0.0,,,,,
72,Rule-based,1,100,17741,135.0,52.5,0.0,,0.0,,,,,
73,Rule-based,1,100,15785,566.075,1923.85,0.0,,0.0,,,,,
74,Rule-based,1,100,17255,0.0,0.0,0.0,,0.0,,,,,
75,Rule-based,1,100,17138,0.0,0.0,0.0,,0.0,,,,,
76,Rule-based,1,100,18438,2013.0,-39.650000000000006,0.0,,0.0,,,,,
77,Rule-based,1,100,18862,516.7,688.6499999999999,0.0,,0.0,,,,,
78,Rule-based,1,100,17634,399.8181818181818,1191.2,0.0,,0.0,,,,,
79,Rule-based,1,100,15718,778.8666666666667,499.84999999999997,0.0,,0.0,,,,,
80,Rule-based,1,100,16402,647.025,2803.95,0.0,,0.0,,,,,
81,Rule-based,1,100,15517,656.5,906.75,0.0,,0.0,,,,,
82,Rule-based,1,100,15864,735.7916666666666,1307.0499999999997,0.0,,0.0,,,,,
83,Rule-based,1,100,18475,0.0,0.0,0.0,,0.0,,,,,
84,Rule-based,1,100,16824,490.8888888888889,2502.2999999999997,0.0,,0.0,,,,,
85,Rule-based,1,100,15828,714.8478260869565,2820.85,0.0,,0.0,,,,,
86,Rule-based,1,100,16462,740.2333333333333,2371.6499999999996,0.0,,0.0,,,,,
87,Rule-based,1,100,16450,702.4,656.8,0.0,,0.0,,,,,
88,Rule-based,1,100,16418,2151.0,-35.55000000000001,0.0,,0.0,,,,,
89,Rule-based,1,100,16973,521.8181818181819,657.0,0.0,,0.0,,,,,
90,Rule-based,1,100,17629,0.0,0.0,0.0,,0.0,,,,,
91,Rule-based,1,100,16475,582.55,1119.45,0.0,,0.0,,,,,
92,Rule-based,1,100,16769,0.0,0.0,0.0,,0.0,,,,,
93,Rule-based,1,100,16630,0.0,0.0,0.0,,0.0,,,,,
94,Rule-based,1,100,18163,573.6363636363636,789.4999999999998,0.0,,0.0,,,,,
95,Rule-based,1,100,17318,782.8,938.5999999999999,0.0,,0.0,,,,,
96,Rule-based,1,100,17847,440.6666666666667,1166.3,0.0,,0.0,,,,,
97,Rule-based,1,100,17664,574.3,709.85,0.0,,0.0,,,,,
