episode,method,run,obss_duration,throughput,avg_option_duration,reward,avg_loss,epsilon,npca_ratio,throughput_weight,latency_penalty,npca_switch_bonus,npca_switch_cost,qos_priority
0,Never NPCA,0,100,16203,546.8888888888889,1249.8,0.0,,0.0,,,,,
1,Never NPCA,0,100,17235,611.9047619047619,1499.4999999999998,0.0,,0.0,,,,,
2,Never NPCA,0,100,15709,619.8125,2399.2999999999997,0.0,,0.0,,,,,
3,Never NPCA,0,100,18487,600.8,1255.2,0.0,,0.0,,,,,
4,Never NPCA,0,100,15199,473.54545454545456,826.5500000000001,0.0,,0.0,,,,,
5,Never NPCA,0,100,16360,588.8,617.6,0.0,,0.0,,,,,
6,Never NPCA,0,100,17251,782.8,757.6,0.0,,0.0,,,,,
7,Never NPCA,0,100,17166,605.9444444444445,1340.65,0.0,,0.0,,,,,
8,Never NPCA,0,100,16076,498.3,866.85,0.0,,0.0,,,,,
9,Never NPCA,0,100,17226,756.3,591.8499999999999,0.0,,0.0,,,,,
10,Never NPCA,0,100,16807,486.27272727272725,881.55,0.0,,0.0,,,,,
11,Never NPCA,0,100,15132,903.1,1567.8999999999999,0.0,,0.0,,,,,
12,Never NPCA,0,100,18006,555.3,913.3499999999999,0.0,,0.0,,,,,
13,Never NPCA,0,100,19933,869.3333333333334,133.60000000000002,0.0,,0.0,,,,,
14,Never NPCA,0,100,17165,665.1818181818181,841.15,0.0,,0.0,,,,,
15,Never NPCA,0,100,18061,0.0,0.0,0.0,,0.0,,,,,
16,Never NPCA,0,100,15956,689.6333333333333,2257.5499999999997,0.0,,0.0,,,,,
17,Never NPCA,0,100,16964,0.0,0.0,0.0,,0.0,,,,,
18,Never NPCA,0,100,17644,409.4,125.3,0.0,,0.0,,,,,
19,Never NPCA,0,100,17253,427.3,116.34999999999997,0.0,,0.0,,,,,
20,Never NPCA,0,100,17246,646.0,636.0,0.0,,0.0,,,,,
21,Never NPCA,0,100,14811,604.3170731707318,1867.1499999999996,0.0,,0.0,,,,,
22,Never NPCA,0,100,16290,737.15,1316.8500000000001,0.0,,0.0,,,,,
23,Never NPCA,0,100,15178,469.8125,1482.3000000000002,0.0,,0.0,,,,,
24,Never NPCA,0,100,17018,584.3333333333334,1660.4499999999998,0.0,,0.0,,,,,
25,Never NPCA,0,100,16141,645.7666666666667,2228.3500000000004,0.0,,0.0,,,,,
26,Never NPCA,0,100,18814,769.3636363636364,698.8499999999999,0.0,,0.0,,,,,
27,Never NPCA,0,100,15616,620.55,1719.4499999999998,0.0,,0.0,,,,,
28,Never NPCA,0,100,17263,473.9,138.04999999999998,0.0,,0.0,,,,,
29,Never NPCA,0,100,16350,744.0357142857143,1735.35,0.0,,0.0,,,,,
30,Never NPCA,0,100,16546,896.3333333333334,696.75,0.0,,0.0,,,,,
31,Never NPCA,0,100,16327,539.1,826.9000000000001,0.0,,0.0,,,,,
32,Never NPCA,0,100,16693,280.3,189.84999999999997,0.0,,0.0,,,,,
33,Never NPCA,0,100,16089,623.75,2051.0,0.0,,0.0,,,,,
34,Never NPCA,0,100,17234,694.5,940.3,0.0,,0.0,,,,,
35,Never NPCA,0,100,16710,582.7037037037037,2340.35,0.0,,0.0,,,,,
36,Never NPCA,0,100,17232,615.12,1518.1000000000001,0.0,,0.0,,,,,
37,Never NPCA,0,100,17038,514.5,1717.5,0.0,,0.0,,,,,
38,Never NPCA,0,100,15565,618.483870967742,2266.35,0.0,,0.0,,,,,
39,Never NPCA,0,100,16620,640.5454545454545,666.7,0.0,,0.0,,,,,
40,Never NPCA,0,100,17022,646.1,2307.85,0.0,,0.0,,,,,
41,Never NPCA,0,100,15355,747.0689655172414,1429.75,0.0,,0.0,,,,,
42,Never NPCA,0,100,17276,0.0,0.0,0.0,,0.0,,,,,
43,Never NPCA,0,100,15512,675.3571428571429,503.24999999999994,0.0,,0.0,,,,,
44,Never NPCA,0,100,15792,737.8157894736842,2630.15,0.0,,0.0,,,,,
45,Never NPCA,0,100,16800,862.1428571428571,893.5,0.0,,0.0,,,,,
46,Never NPCA,0,100,15882,759.0,-37.95,0.0,,0.0,,,,,
47,Never NPCA,0,100,14491,717.7777777777778,961.0000000000001,0.0,,0.0,,,,,
48,Never NPCA,0,100,17154,488.4,523.8000000000001,0.0,,0.0,,,,,
49,Never NPCA,0,100,16162,588.6363636363636,671.25,0.0,,0.0,,,,,
50,Never NPCA,0,100,18991,684.8,827.6000000000001,0.0,,0.0,,,,,
51,Never NPCA,0,100,16780,419.25,1244.7499999999998,0.0,,0.0,,,,,
52,Never NPCA,0,100,17389,435.27272727272725,724.6,0.0,,0.0,,,,,
53,Never NPCA,0,100,15663,717.7894736842105,1456.1000000000001,0.0,,0.0,,,,,
54,Never NPCA,0,100,16727,563.6818181818181,1419.95,0.0,,0.0,,,,,
55,Never NPCA,0,100,17385,658.8,918.6,0.0,,0.0,,,,,
56,Never NPCA,0,100,15330,765.9285714285714,1041.85,0.0,,0.0,,,,,
57,Never NPCA,0,100,16191,668.6153846153846,797.4000000000001,0.0,,0.0,,,,,
58,Never NPCA,0,100,16509,773.1904761904761,1183.1499999999999,0.0,,0.0,,,,,
59,Never NPCA,0,100,16471,581.6666666666666,29.749999999999993,0.0,,0.0,,,,,
60,Never NPCA,0,100,17880,451.0,69.45,0.0,,0.0,,,,,
61,Never NPCA,0,100,17339,896.6666666666666,-18.500000000000007,0.0,,0.0,,,,,
62,Never NPCA,0,100,16957,1213.0625,1069.55,0.0,,0.0,,,,,
63,Never NPCA,0,100,16800,711.4,732.3,0.0,,0.0,,,,,
64,Never NPCA,0,100,17229,523.6,1039.2,0.0,,0.0,,,,,
65,Never NPCA,0,100,16435,722.1818181818181,727.8,0.0,,0.0,,,,,
66,Never NPCA,0,100,17991,0.0,0.0,0.0,,0.0,,,,,
67,Never NPCA,0,100,17814,473.5,807.25,0.0,,0.0,,,,,
68,Never NPCA,0,100,17407,659.9,1628.1,0.0,,0.0,,,,,
69,Never NPCA,0,100,17182,685.7619047619048,1497.95,0.0,,0.0,,,,,
70,Never NPCA,0,100,17640,0.0,0.0,0.0,,0.0,,,,,
71,Never NPCA,0,100,16222,623.6363636363636,2000.0000000000002,0.0,,0.0,,,,,
72,Never NPCA,0,100,15444,0.0,0.0,0.0,,0.0,,,,,
73,Never NPCA,0,100,17613,466.55555555555554,1269.1,0.0,,0.0,,,,,
74,Never NPCA,0,100,17397,0.0,0.0,0.0,,0.0,,,,,
