part,tier,W,ppdu_duration,W_avail,K,num_stas,npca_qsrc,npca_cw,seed,collision_probability_npca,aggregate_throughput,mean_access_delay,npca_transition_count,avg_tx_per_visit
1,,50,20,30,1.5,30,5,511,123,0.019417475728155338,823,1569.400972053463,4399,0.07024323709934076
1,,50,20,30,1.5,30,5,511,456,0.018867924528301886,859,1547.5052386495925,4654,0.06832831972496776
1,,80,20,60,3.0,30,0,15,42,0.8944007858546169,1268,365.1774447949527,9450,1.0772486772486773
1,,80,20,60,3.0,30,0,15,123,0.8972172772416378,1260,356.36507936507934,9720,1.0980452674897119
1,,80,20,60,3.0,30,0,15,456,0.894568380213385,1224,359.8684640522876,9570,1.0773249738766981
1,,80,20,60,3.0,30,1,31,42,0.6304917078847833,1359,714.4591611479028,9810,0.3503567787971458
1,,80,20,60,3.0,30,1,31,123,0.6188103394581127,1355,761.8988929889299,9390,0.34195953141640045
1,,80,20,60,3.0,30,1,31,456,0.6434195725534309,1332,746.2424924924925,9840,0.3613821138211382
1,,80,20,60,3.0,30,2,63,42,0.38676844783715014,1339,910.3973114264377,9749,0.20155913427018154
1,,80,20,60,3.0,30,2,63,123,0.3741636644364385,1333,924.0435108777194,9779,0.19869107270682074
1,,80,20,60,3.0,30,2,63,456,0.38257173219978746,1284,932.4322429906542,9390,0.20042598509052184
1,,80,20,60,3.0,30,3,127,42,0.22120141342756183,1284,1033.5280373831777,10005,0.14142928535732133
1,,80,20,60,3.0,30,3,127,123,0.22322775263951736,1224,1047.016339869281,9464,0.1401098901098901
1,,80,20,60,3.0,30,3,127,456,0.20781134856300662,1267,1021.9155485398579,9765,0.1389656938044035
1,,80,20,60,3.0,30,4,255,42,0.07444168734491315,1055,1254.137440758294,6017,0.13395379757354164
1,,80,20,60,3.0,30,4,255,123,0.06799531066822978,1079,1239.3336422613531,6481,0.13161549143650672
1,,80,20,60,3.0,30,4,255,456,0.08373786407766991,1006,1315.641153081511,6338,0.13000946670874092
1,,80,20,60,3.0,30,5,511,42,0.021917808219178082,816,1556.4742647058824,3459,0.10552182711766407
1,,80,20,60,3.0,30,5,511,123,0.02493765586034913,857,1533.637106184364,3655,0.10971272229822161
1,,80,20,60,3.0,30,5,511,456,0.02318840579710145,814,1585.8292383292383,3461,0.09968217278243283
1,,120,20,100,5.0,30,0,15,42,0.8850145288501453,1237,366.68067906224735,6600,1.46
1,,120,20,100,5.0,30,0,15,123,0.886033982594281,1184,373.6258445945946,6540,1.4758409785932722
1,,120,20,100,5.0,30,0,15,456,0.8842464998346379,1211,389.97853014037986,6240,1.4536858974358975
1,,120,20,100,5.0,30,1,31,42,0.6469638242894057,1264,737.9224683544304,5940,0.5212121212121212
1,,120,20,100,5.0,30,1,31,123,0.6606936416184971,1270,735.863779527559,6420,0.5389408099688473
1,,120,20,100,5.0,30,1,31,456,0.6547475961538461,1315,738.5034220532319,6270,0.5307814992025518
