part,tier,W,ppdu_duration,W_avail,K,num_stas,npca_qsrc,npca_cw,seed,collision_probability_npca,aggregate_throughput,mean_access_delay,npca_transition_count,avg_tx_per_visit
2,B,230,80,150,1.875,30,0,15,456,0.8882607249750581,366,1148.0601092896175,3390,0.8870206489675516
2,B,230,80,150,1.875,30,1,31,42,0.6258992805755396,341,2567.50146627566,3149,0.26484598285169897
2,B,230,80,150,1.875,30,1,31,123,0.6237942122186495,356,2623.620786516854,3539,0.2636337948573043
2,B,230,80,150,1.875,30,1,31,456,0.6479750778816199,365,2285.221917808219,3390,0.28407079646017697
2,B,230,80,150,1.875,30,2,63,42,0.39779005524861877,351,3138.6239316239316,3300,0.16454545454545455
2,B,230,80,150,1.875,30,2,63,123,0.38823529411764707,350,3026.3742857142856,3120,0.16346153846153846
2,B,230,80,150,1.875,30,2,63,456,0.37222222222222223,360,3021.063888888889,3390,0.1592920353982301
2,B,230,80,150,1.875,30,3,127,42,0.21287128712871287,350,3463.94,3180,0.1270440251572327
2,B,230,80,150,1.875,30,3,127,123,0.26485148514851486,365,3225.495890410959,2999,0.13471157052350782
2,B,230,80,150,1.875,30,3,127,456,0.22811059907834103,366,3098.9590163934427,3360,0.12916666666666668
2,B,230,80,150,1.875,30,4,255,42,0.12534059945504086,361,3309.9529085872578,3210,0.11433021806853583
2,B,230,80,150,1.875,30,4,255,123,0.11834319526627218,355,3203.6169014084508,3000,0.11266666666666666
2,B,230,80,150,1.875,30,4,255,456,0.10270270270270271,364,3293.1456043956046,3360,0.11011904761904762
2,B,230,80,150,1.875,30,5,511,42,0.02888086642599278,355,3520.9352112676056,2290,0.12096069868995633
2,B,230,80,150,1.875,30,5,511,123,0.07260726072607261,319,3774.8432601880877,2359,0.1284442560406952
2,B,230,80,150,1.875,30,5,511,456,0.03597122302158273,324,3525.435185185185,2117,0.13131790269248939
2,C,420,20,400,20.0,30,0,15,42,0.8005971422478141,1217,542.2703368940016,1530,3.0647058823529414
2,C,420,20,400,20.0,30,0,15,123,0.8033707865168539,1221,521.4561834561835,1920,3.059375
2,C,420,20,400,20.0,30,0,15,456,0.8028541226215645,1208,494.16887417218544,1830,3.101639344262295
2,C,420,20,400,20.0,30,1,31,42,0.657012691181256,1207,666.9030654515327,1710,1.7970760233918128
2,C,420,20,400,20.0,30,1,31,123,0.6627185561195713,1223,674.5944399018806,1920,1.846875
2,C,420,20,400,20.0,30,1,31,456,0.6765389082462253,1235,648.063967611336,1800,1.9133333333333333
2,C,420,20,400,20.0,30,2,63,42,0.46799007444168733,1218,841.5303776683087,1740,1.1580459770114941
2,C,420,20,400,20.0,30,2,63,123,0.4306800210859251,1224,863.5522875816994,1740,1.0902298850574712
2,C,420,20,400,20.0,30,2,63,456,0.45799457994579945,1202,857.712146422629,1950,1.1353846153846154
2,C,420,20,400,20.0,30,3,127,42,0.22496147919876733,1156,969.6314878892733,1770,0.7333333333333333
2,C,420,20,400,20.0,30,3,127,123,0.2771618625277162,1154,904.7253032928943,1710,0.7912280701754386
2,C,420,20,400,20.0,30,3,127,456,0.23451635351426584,1156,995.136678200692,1920,0.7484375
2,C,420,20,400,20.0,30,4,255,42,0.12326043737574553,1065,1058.0356807511737,1770,0.5683615819209039
2,C,420,20,400,20.0,30,4,255,123,0.13891726251276812,1109,1001.7944093778178,1680,0.5827380952380953
2,C,420,20,400,20.0,30,4,255,456,0.12344582593250444,1088,1094.5514705882354,1950,0.5774358974358974
2,C,420,20,400,20.0,30,5,511,42,0.06017191977077364,974,1210.8665297741272,1680,0.4154761904761905
2,C,420,20,400,20.0,30,5,511,123,0.06097560975609756,977,1226.2446264073694,1740,0.4241379310344828
2,C,420,20,400,20.0,30,5,511,456,0.04450625869262865,981,1184.6299694189602,1770,0.4062146892655367
2,C,450,50,400,8.0,30,0,15,42,0.8532751091703057,516,998.9922480620155,1710,2.008771929824561
2,C,450,50,400,8.0,30,0,15,123,0.8552746294681779,538,951.7732342007434,1680,2.0482142857142858
2,C,450,50,400,8.0,30,0,15,456,0.8570002495632643,558,962.1057347670251,1920,2.0869791666666666
2,C,450,50,400,8.0,30,1,31,42,0.6872985170857512,536,1414.4440298507463,1620,0.9574074074074074
2,C,450,50,400,8.0,30,1,31,123,0.6651670951156813,520,1606.048076923077,1740,0.8942528735632184
2,C,450,50,400,8.0,30,1,31,456,0.6857649143532192,515,1562.3708737864079,1800,0.9405555555555556
2,C,450,50,400,8.0,30,2,63,42,0.42665173572228443,528,1885.691287878788,1710,0.5222222222222223
2,C,450,50,400,8.0,30,2,63,123,0.41866028708133973,505,1903.211881188119,1620,0.5160493827160494
2,C,450,50,400,8.0,30,2,63,456,0.4441176470588235,513,2026.7992202729044,1920,0.53125
2,C,450,50,400,8.0,30,3,127,42,0.22085889570552147,497,2346.1006036217304,1800,0.3622222222222222
2,C,450,50,400,8.0,30,3,127,123,0.2873900293255132,511,2240.4814090019568,1710,0.39883040935672515
2,C,450,50,400,8.0,30,3,127,456,0.21407624633431085,535,2194.0280373831774,1860,0.36666666666666664
2,C,450,50,400,8.0,30,4,255,42,0.08974358974358974,500,2339.194,1620,0.28888888888888886
2,C,450,50,400,8.0,30,4,255,123,0.14663951120162932,477,2278.0712788259957,1590,0.30880503144654087
2,C,450,50,400,8.0,30,4,255,456,0.096045197740113,486,2341.954732510288,1830,0.2901639344262295
2,C,450,50,400,8.0,30,5,511,42,0.06030150753768844,461,2683.724511930586,1620,0.24567901234567902
2,C,450,50,400,8.0,30,5,511,123,0.09006928406466513,453,2598.273730684327,1710,0.25321637426900584
2,C,450,50,400,8.0,30,5,511,456,0.06167400881057269,470,2603.812765957447,1830,0.24808743169398906
2,C,480,80,400,5.0,30,0,15,42,0.8737623762376238,322,1454.254658385093,1530,1.584313725490196
2,C,480,80,400,5.0,30,0,15,123,0.8719927371765774,303,1264.8184818481848,1410,1.5624113475177306
2,C,480,80,400,5.0,30,0,15,456,0.88,336,1373.4613095238096,1620,1.6666666666666667
2,C,480,80,400,5.0,30,1,31,42,0.6771300448430493,340,2467.576470588235,1440,0.6194444444444445
2,C,480,80,400,5.0,30,1,31,123,0.6799163179916318,318,2415.553459119497,1530,0.6248366013071895
2,C,480,80,400,5.0,30,1,31,456,0.6745956232159848,321,2769.6417445482866,1710,0.6146198830409356
2,C,480,80,400,5.0,30,2,63,42,0.35403726708074534,325,3279.806153846154,1560,0.3096153846153846
2,C,480,80,400,5.0,30,2,63,123,0.4102079395085066,317,3185.069400630915,1560,0.3391025641025641
2,C,480,80,400,5.0,30,2,63,456,0.4128113879003559,339,3154.1592920353983,1650,0.3406060606060606
2,C,480,80,400,5.0,30,3,127,42,0.2077922077922078,325,3235.126153846154,1530,0.25163398692810457
2,C,480,80,400,5.0,30,3,127,123,0.26666666666666666,339,2863.212389380531,1560,0.2692307692307692
2,C,480,80,400,5.0,30,3,127,456,0.23148148148148148,320,3537.721875,1680,0.2571428571428571
2,C,480,80,400,5.0,30,4,255,42,0.08536585365853659,334,3352.0898203592815,1530,0.21437908496732025
2,C,480,80,400,5.0,30,4,255,123,0.16981132075471697,306,3621.856209150327,1590,0.23333333333333334
2,C,480,80,400,5.0,30,4,255,456,0.09610389610389611,328,3653.920731707317,1770,0.2175141242937853
2,C,480,80,400,5.0,30,5,511,42,0.08759124087591241,306,3641.673202614379,1440,0.19027777777777777
2,C,480,80,400,5.0,30,5,511,123,0.08588957055214724,307,3587.7752442996743,1710,0.19064327485380117
2,C,480,80,400,5.0,30,5,511,456,0.048109965635738834,318,3605.8867924528304,1560,0.18653846153846154
