episode,group,run,obss_duration,throughput,avg_option_duration,reward,avg_loss,epsilon,npca_ratio,throughput_weight,latency_penalty,npca_switch_bonus,npca_switch_cost,qos_priority
0,latency_sensitive,0,100,16809,631.9090909090909,1292.8999999999999,0.0,0.9,0.6363636363636364,,,,,
1,latency_sensitive,0,100,14921,660.3,347.85,0.0,0.8815041997935286,0.6,,,,,
2,latency_sensitive,0,100,15838,429.1,241.45000000000002,0.0,0.873230594767318,0.6,,,,,
3,latency_sensitive,0,100,16614,546.5652173913044,1368.45,0.0,0.8650393134866119,0.5217391304347826,,,,,
4,latency_sensitive,0,100,16310,739.9333333333333,2259.1000000000004,0.0,0.846507343870793,0.6,,,,,
5,latency_sensitive,0,100,18068,711.6363636363636,694.6,0.0,0.8229669942979967,0.6363636363636364,,,,,
6,latency_sensitive,0,100,16700,604.1,479.94999999999993,0.0,0.8145109508645355,0.7,,,,,
7,latency_sensitive,0,100,17225,705.4,570.3000000000001,0.0,0.8069039398028518,0.8,,,,,
8,latency_sensitive,0,100,16920,577.5,873.25,0.007115054254730542,0.7993726197659037,0.6,,,,,
9,latency_sensitive,0,100,16514,461.1,951.9000000000001,0.005842008938392003,0.7919162376154114,0.75,,,,,
10,latency_sensitive,0,100,17366,709.7894736842105,848.6999999999999,0.004950275023778279,0.7772253118153657,0.631578947368421,,,,,
11,latency_sensitive,0,100,18018,0.0,0.0,0.004504386490831773,0.7635384676538263,0.0,,,,,
12,latency_sensitive,0,100,17043,822.35,1703.6499999999999,0.0037938974176843963,0.7635384676538263,0.85,,,,,
13,latency_sensitive,0,100,16972,785.3,455.35,0.0031476120930165052,0.7494094593476157,0.6,,,,,
14,latency_sensitive,0,100,17573,642.8181818181819,779.4499999999998,0.003021955102061232,0.7424502189497024,0.6363636363636364,,,,,
15,latency_sensitive,0,100,18368,281.0,630.55,0.002412414411082864,0.7348750065924577,0.4444444444444444,,,,,
16,latency_sensitive,0,100,17013,413.9166666666667,257.65,0.0023390785014877715,0.7287387859454705,0.5,,,,,
17,latency_sensitive,0,100,16570,507.09090909090907,953.1999999999999,0.0023632870676616826,0.7206425948149683,0.6363636363636364,,,,,
18,latency_sensitive,0,100,16959,1292.0,-116.40000000000002,0.002163162144521872,0.7060495695871479,0.0,,,,,
19,latency_sensitive,0,100,16479,610.3,1199.7,0.0021064477041363716,0.7034306127144863,0.5,,,,,
20,latency_sensitive,0,100,15467,814.75,843.1999999999998,0.002085548941977322,0.6904918196807597,0.5,,,,,
