episode,group,run,obss_duration,throughput,avg_option_duration,reward,avg_loss,epsilon,npca_ratio,throughput_weight,latency_penalty,npca_switch_bonus,npca_switch_cost,qos_priority
0,energy_saving,2,100,16554,583.1666666666666,787.0999999999999,0.0,0.9,0.5833333333333334,,,,,
1,energy_saving,2,100,16404,466.0,1040.8000000000002,0.0,0.8898609559326409,0.5,,,,,
2,energy_saving,2,100,16950,551.7619047619048,1743.6499999999999,0.0,0.8699442494606546,0.2857142857142857,,,,,
3,energy_saving,2,100,17287,948.3,1034.85,0.0,0.8529049589615448,0.4,,,,,
4,energy_saving,2,100,16674,600.0,1236.0,0.0,0.8449159211362601,0.35714285714285715,,,,,
5,energy_saving,2,100,16596,752.6,1609.4,0.0,0.8229669942979967,0.45,,,,,
6,energy_saving,2,100,19327,0.0,0.0,0.0,0.8076612223208066,0.0,,,,,
7,energy_saving,2,100,19928,880.0,-14.0,0.0,0.8076612223208066,1.0,,,,,
8,energy_saving,2,100,17166,520.3181818181819,2363.2999999999997,0.001102551429842909,0.8069039398028518,0.2727272727272727,,,,,
9,energy_saving,2,100,17947,496.90909090909093,877.6999999999998,0.0009072958879793683,0.7743222206212796,0.5454545454545454,,,,,
10,energy_saving,2,100,17631,626.1428571428571,1800.5500000000002,0.0007642890171458324,0.7663983374508769,0.2857142857142857,,,,,
11,energy_saving,2,100,16648,447.54545454545456,780.8499999999999,0.0006376113548564414,0.75151083821793,0.45454545454545453,,,,,
12,energy_saving,2,100,17395,419.42857142857144,973.5999999999998,0.0006285961911392709,0.7438365052117685,0.47619047619047616,,,,,
13,energy_saving,2,100,17267,1007.0,45.3,0.0005823965960492691,0.7294178642139604,1.0,,,,,
14,energy_saving,2,100,17900,0.0,0.0,0.0005731099518015981,0.7280603864158232,0.0,,,,,
15,energy_saving,2,100,17113,565.25,706.8499999999999,0.0005797232151962817,0.7280603864158232,0.5,,,,,
16,energy_saving,2,100,16474,383.27272727272725,707.2,0.0005474324764994284,0.7199722874297049,0.6363636363636364,,,,,
17,energy_saving,2,100,18141,67.0,-3.35,0.0005562101141549647,0.7126429773769953,1.0,,,,,
18,energy_saving,2,100,16954,0.0,0.0,0.0005751494512272378,0.7119806656106942,0.0,,,,,
19,energy_saving,2,100,16058,573.7560975609756,2966.7999999999997,0.0005625342406953374,0.7119806656106942,0.4634146341463415,,,,,
20,energy_saving,2,100,16500,383.85714285714283,1061.9499999999998,0.0005260747663366298,0.6853883263153774,0.42857142857142855,,,,,
21,energy_saving,2,100,17192,581.7619047619048,1682.1500000000003,0.0005500428378582001,0.6721842989940657,0.6190476190476191,,,,,
22,energy_saving,2,100,16924,212.58333333333334,253.45,0.0005370886259091397,0.6592546650323442,0.5,,,,,
23,energy_saving,2,100,16349,657.55,1098.45,0.0005583650199696422,0.65198730044763,0.45,,,,,
24,energy_saving,2,100,16522,655.0,137.5,0.0005145581865993639,0.640067153246282,1.0,,,,,
25,energy_saving,2,100,16393,611.0,907.35,0.0005378504089700679,0.6388881982877329,0.5652173913043478,,,,,
26,energy_saving,2,100,16482,656.28125,2215.9500000000003,0.0005237873022754987,0.62549834332344,0.34375,,,,,
27,energy_saving,2,100,16673,693.1818181818181,760.75,0.000512677856022492,0.6073739334844256,0.36363636363636365,,,,,
28,energy_saving,2,100,17557,0.0,0.0,0.0005243241903372109,0.6012764180342297,0.0,,,,,
29,energy_saving,2,100,16401,470.25,510.84999999999997,0.0005524311369905869,0.6012764180342297,0.4166666666666667,,,,,
